pam50	MIMAT0027486	MIMAT0000764	MIMAT0000761	MIMAT0000760	MIMAT0000762	MIMAT0002891	MIMAT0004761	MIMAT0026734	MIMAT0026738	MIMAT0004946	MIMAT0004765	MIMAT0004800	MIMAT0004801	MIMAT0004808	MIMAT0004809	MIMAT0004485	MIMAT0004486	MIMAT0005909	MIMAT0004481	MIMAT0004482	MIMAT0004489	MIMAT0022708	MIMAT0022833	MIMAT0022834	MIMAT0003260	MIMAT0003266	MIMAT0003284	MIMAT0003283	MIMAT0019696	MIMAT0004983	MIMAT0004982	MIMAT0015020	MIMAT0019873	MIMAT0000710	MIMAT0003306	MIMAT0027587	MIMAT0019058	MIMAT0026720	MIMAT0005458	MIMAT0005452	MIMAT0000449	MIMAT0000446	MIMAT0000447	MIMAT0000440	MIMAT0000441	MIMAT0000442	MIMAT0000443	MIMAT0030017	MIMAT0026616	MIMAT0026612	MIMAT0004811	MIMAT0004810	MIMAT0004814	MIMAT0004819	MIMAT0004497	MIMAT0004496	MIMAT0026477	MIMAT0004494	MIMAT0026472	MIMAT0004498	MIMAT0019208	MIMAT0019209	MIMAT0004657	MIMAT0019201	MIMAT0004658	MIMAT0015003	MIMAT0015009	MIMAT0005584	MIMAT0019738	MIMAT0019739	MIMAT0019737	MIMAT0019731	MIMAT0018004	MIMAT0001541	MIMAT0019841	MIMAT0019849	MIMAT0000703	MIMAT0000705	MIMAT0000459	MIMAT0000458	MIMAT0000457	MIMAT0000456	MIMAT0000455	MIMAT0000454	MIMAT0000453	MIMAT0000450	MIMAT0019219	MIMAT0019214	MIMAT0004805	MIMAT0022292	MIMAT0022727	MIMAT0022726	MIMAT0022721	MIMAT0022720	MIMAT0004484	MIMAT0003150	MIMAT0022502	MIMAT0016895	MIMAT0019729	MIMAT0018071	MIMAT0018073	MIMAT0002171	MIMAT0002176	MIMAT0002174	MIMAT0002175	MIMAT0018107	MIMAT0018101	MIMAT0018102	MIMAT0005875	MIMAT0005878	MIMAT0019850	MIMAT0000736	MIMAT0000737	MIMAT0000732	MIMAT0000733	MIMAT0000731	MIMAT0010251	MIMAT0000280	MIMAT0000281	MIMAT0002827	MIMAT0002820	MIMAT0002821	MIMAT0027454	MIMAT0004702	MIMAT0004700	MIMAT0000462	MIMAT0000461	MIMAT0000510	MIMAT0019220	MIMAT0019221	MIMAT0019229	MIMAT0003945	MIMAT0022975	MIMAT0003161	MIMAT0016888	MIMAT0028122	MIMAT0018068	MIMAT0009451	MIMAT0018115	MIMAT0018110	MIMAT0000104	MIMAT0019880	MIMAT0000721	MIMAT0000720	MIMAT0000722	MIMAT0000727	MIMAT0000729	MIMAT0000728	MIMAT0027682	MIMAT0000617	MIMAT0030021	MIMAT0030020	MIMAT0009203	MIMAT0003885	MIMAT0003884	MIMAT0003887	MIMAT0003886	MIMAT0003880	MIMAT0004606	MIMAT0004607	MIMAT0004602	MIMAT0004603	MIMAT0019233	MIMAT0004518	MIMAT0004512	MIMAT0004513	MIMAT0004510	MIMAT0004511	MIMAT0004514	MIMAT0004515	MIMAT0003393	MIMAT0026625	MIMAT0005924	MIMAT0005920	MIMAT0005923	MIMAT0021044	MIMAT0000264	MIMAT0000265	MIMAT0000266	MIMAT0000267	MIMAT0000261	MIMAT0000262	MIMAT0000263	MIMAT0000269	MIMAT0002808	MIMAT0002809	MIMAT0027650	MIMAT0000064	MIMAT0000065	MIMAT0000062	MIMAT0000063	MIMAT0000068	MIMAT0000069	MIMAT0000318	MIMAT0004611	MIMAT0004613	MIMAT0004612	MIMAT0004615	MIMAT0004614	MIMAT0000088	MIMAT0000089	MIMAT0000084	MIMAT0000085	MIMAT0000086	MIMAT0000087	MIMAT0000080	MIMAT0000081	MIMAT0000082	MIMAT0004505	MIMAT0004504	MIMAT0004507	MIMAT0004506	MIMAT0004501	MIMAT0004503	MIMAT0004502	MIMAT0004509	MIMAT0003180	MIMAT0005797	MIMAT0004703	MIMAT0019776	MIMAT0007889	MIMAT0019954	MIMAT0019955	MIMAT0019957	MIMAT0005933	MIMAT0005930	MIMAT0021030	MIMAT0000276	MIMAT0000275	MIMAT0000274	MIMAT0000272	MIMAT0000270	MIMAT0000279	MIMAT0000278	MIMAT0002814	MIMAT0002817	MIMAT0002810	MIMAT0002813	MIMAT0002819	MIMAT0002818	MIMAT0027467	MIMAT0000416	MIMAT0000415	MIMAT0000414	MIMAT0000419	MIMAT0000418	MIMAT0027649	MIMAT0010133	MIMAT0021018	MIMAT0027357	MIMAT0000071	MIMAT0000070	MIMAT0000073	MIMAT0000072	MIMAT0000075	MIMAT0000074	MIMAT0000077	MIMAT0000076	MIMAT0020925	MIMAT0000078	MIMAT0000099	MIMAT0000098	MIMAT0000097	MIMAT0000096	MIMAT0000094	MIMAT0000093	MIMAT0000092	MIMAT0000091	MIMAT0000090	MIMAT0004978	MIMAT0004752	MIMAT0004977	MIMAT0004757	MIMAT0004570	MIMAT0004571	MIMAT0011158	MIMAT0011159	MIMAT0018968	MIMAT0018965	MIMAT0018962	MIMAT0018961	MIMAT0019761	MIMAT0019760	MIMAT0018083	MIMAT0025474	MIMAT0025477	MIMAT0005903	MIMAT0005900	MIMAT0005901	MIMAT0005905	MIMAT0028222	MIMAT0028227	MIMAT0021021	MIMAT0021020	MIMAT0021026	MIMAT0000242	MIMAT0000243	MIMAT0000244	MIMAT0000245	MIMAT0004980	MIMAT0002862	MIMAT0004985	MIMAT0004987	MIMAT0002868	MIMAT0002869	MIMAT0000646	MIMAT0027410	MIMAT0027589	MIMAT0005580	MIMAT0027529	MIMAT0004748	MIMAT0000428	MIMAT0000429	MIMAT0000424	MIMAT0000425	MIMAT0000423	MIMAT0000420	MIMAT0003214	MIMAT0004562	MIMAT0004561	MIMAT0004560	MIMAT0004567	MIMAT0004565	MIMAT0004569	MIMAT0015073	MIMAT0022696	MIMAT0003321	MIMAT0003322	MIMAT0003323	MIMAT0003326	MIMAT0003327	MIMAT0003329	MIMAT0016847	MIMAT0015084	MIMAT0015085	MIMAT0022842	MIMAT0019756	MIMAT0019757	MIMAT0019973	MIMAT0005825	MIMAT0005919	MIMAT0018086	MIMAT0021017	MIMAT0002873	MIMAT0002872	MIMAT0002871	MIMAT0002876	MIMAT0002875	MIMAT0027622	MIMAT0000258	MIMAT0027531	MIMAT0000255	MIMAT0000254	MIMAT0000257	MIMAT0000256	MIMAT0000253	MIMAT0000252	MIMAT0005577	MIMAT0000439	MIMAT0004958	MIMAT0004776	MIMAT0004774	MIMAT0004773	MIMAT0004770	MIMAT0000431	MIMAT0000430	MIMAT0004950	MIMAT0004951	MIMAT0004957	MIMAT0004954	MIMAT0004955	MIMAT0004558	MIMAT0004559	MIMAT0004556	MIMAT0004555	MIMAT0004552	MIMAT0004550	MIMAT0004551	MIMAT0004799	MIMAT0004797	MIMAT0000433	MIMAT0004792	MIMAT0004793	MIMAT0000432	MIMAT0004956	MIMAT0000434	MIMAT0022925	MIMAT0022929	MIMAT0004495	MIMAT0003331	MIMAT0004493	MIMAT0003339	MIMAT0003338	MIMAT0004491	MIMAT0011775	MIMAT0011777	MIMAT0019746	MIMAT0018360	MIMAT0026475	MIMAT0019963	MIMAT0018183	MIMAT0000688	MIMAT0000689	MIMAT0000682	MIMAT0000680	MIMAT0000681	MIMAT0000686	MIMAT0001080	MIMAT0000222	MIMAT0000227	MIMAT0019037	MIMAT0004945	MIMAT0004947	MIMAT0004766	MIMAT0004768	MIMAT0004949	MIMAT0004549	MIMAT0003235	MIMAT0003239	MIMAT0000417	MIMAT0004785	MIMAT0004784	MIMAT0004780	MIMAT0011161	MIMAT0003309	MIMAT0025484	MIMAT0003301	MIMAT0018993	MIMAT0015066	MIMAT0015069	MIMAT0004487	MIMAT0019822	MIMAT0019823	MIMAT0017352	MIMAT0001412	MIMAT0001413	MIMAT0019918	MIMAT0001635	MIMAT0001636	MIMAT0001639	MIMAT0018205	MIMAT0018204	MIMAT0018201	MIMAT0018197	MIMAT0027428	MIMAT0018194	MIMAT0018191	MIMAT0000691	MIMAT0000693	MIMAT0000692	MIMAT0027517	MIMAT0000231	MIMAT0005796	MIMAT0005794	MIMAT0005793	MIMAT0005792	MIMAT0005799	MIMAT0019000	MIMAT0027608	MIMAT0027604	MIMAT0026557	MIMAT0026480	MIMAT0026483	MIMAT0022276	MIMAT0003312	MIMAT0022692	MIMAT0022698	MIMAT0015078	MIMAT0016925	MIMAT0031177	MIMAT0004775	MIMAT0006789	MIMAT0018349	MIMAT0006764	MIMAT0004678	MIMAT0005943	MIMAT0005948	MIMAT0004674	MIMAT0019900	MIMAT0019904	MIMAT0025841	MIMAT0001621	MIMAT0001627	MIMAT0001625	MIMAT0001629	MIMAT0001536	MIMAT0005892	MIMAT0021117	MIMAT0005895	MIMAT0027565	MIMAT0000754	MIMAT0000755	MIMAT0000756	MIMAT0000757	MIMAT0000750	MIMAT0000751	MIMAT0000752	MIMAT0000753	MIMAT0000758	MIMAT0000759	MIMAT0004588	MIMAT0004921	MIMAT0004929	MIMAT0004928	MIMAT0027368	MIMAT0003258	MIMAT0015045	MIMAT0003254	MIMAT0003256	MIMAT0003257	MIMAT0022487	MIMAT0022483	MIMAT0022488	MIMAT0003294	MIMAT0017994	MIMAT0017992	MIMAT0017993	MIMAT0017990	MIMAT0018358	MIMAT0018356	MIMAT0019807	MIMAT0005951	MIMAT0005950	MIMAT0019939	MIMAT0009196	MIMAT0009199	MIMAT0009198	MIMAT0010195	MIMAT0027577	MIMAT0001618	MIMAT0001340	MIMAT0001343	MIMAT0004608	MIMAT0003882	MIMAT0004911	MIMAT0000103	MIMAT0000102	MIMAT0004593	MIMAT0004597	MIMAT0004599	MIMAT0003888	MIMAT0004682	MIMAT0004683	MIMAT0004680	MIMAT0004688	MIMAT0004689	MIMAT0025450	MIMAT0025451	MIMAT0025458	MIMAT0014987	MIMAT0025851	MIMAT0015050	MIMAT0003249	MIMAT0003242	MIMAT0003241	MIMAT0003247	MIMAT0003245	MIMAT0022492	MIMAT0022491	MIMAT0017982	MIMAT0017987	MIMAT0019927	MIMAT0019926	MIMAT0010214	MIMAT0002881	MIMAT0002888	MIMAT0019814	MIMAT0019812	MIMAT0027495	MIMAT0027497	MIMAT0027541	MIMAT0004609	MIMAT0000772	MIMAT0004902	MIMAT0027032	MIMAT0003879	MIMAT0004693	MIMAT0004692	MIMAT0004694	MIMAT0004697	MIMAT0004699	MIMAT0004698	MIMAT0026639	MIMAT0022710	MIMAT0022711	MIMAT0014990	MIMAT0014995	MIMAT0004677	MIMAT0004673	MIMAT0004672	MIMAT0025849	MIMAT0025848	MIMAT0004589	MIMAT0004585	MIMAT0004584	MIMAT0004586	MIMAT0003298	MIMAT0003296	MIMAT0023712	MIMAT0017950
Luminal A	0.0	5.47100990656	5.09939629789	6.19488798544	5.77781968912	0.524	1.85904205805	0.0	4.9022049782	5.28906821599	1.21021971702	0.907562208616	1.85895868218	7.29775042526	5.80067525164	4.57119859854	2.17102564039	0.0	5.00416987731	5.36774485751	2.42737728764	0.0	1.67343455255	6.49723137729	1.6734	1.859	1.67333972915	0.524	1.46030496956	3.28667871314	1.67337631504	1.21021971702	1.67341290001	6.49723137729	0.524	0.9075	0.524	3.00120501918	0.907562208616	1.67339796813	5.98152705274	8.57741014789	7.93362750077	10.3077805849	7.7782640195	0.0	11.0623626536	0.0	0.524	0.0	0.524	6.35011253359	3.41065147568	2.64499574687	5.33677340822	2.74265167144	2.54035385306	10.58492865	4.37200528851	0.524	2.64499574687	0.0	6.24574859289	0.0	1.21021971702	0.0	0.0	1.67337202781	0.0	0.0	0.0	3.2204	0.0	1.21021971702	2.7426189365	0.0	7.05807240657	2.54033490743	4.40221417901	2.64504174158	1.21021971702	8.35622367925	5.45669157977	6.57882275577	0.524	8.66719286826	0.0	0.524	0.0	0.0	7.93615947438	2.54030062398	5.60686385856	0.0	8.33093415107	4.37199512375	0.0	6.05936530098	2.54032530031	0.0	2.74266509435	2.3048849994	1.4603	7.3567482357	0.524	0.0	3.90820658917	0.0	0.0	5.33677722325	1.67337631504	4.10462216181	3.86545039512	5.80066294605	8.37157584927	4.43182136877	0.0	5.48519342447	2.17096340915	0.0	5.22293934818	5.38293944692	0.907562208616	3.46887524281	1.21027015116	0.0	5.02374791084	8.57244121461	0.0	1.46030496956	1.21021971702	0.524	0.0	1.85901167678	2.92006076885	0.0	0.524	4.27745506306	0.907562208616	0.524	6.35014793284	0.907562208616	1.85898708152	0.0	1.859	4.96429781462	0.0	14.2187809466	0.0	13.9503688938	1.21021971702	0.524	0.0	3.86549862195	0.0	1.8590098902	5.36768330584	2.17096644575	2.54029590346	0.0	1.85895868218	3.28667952744	0.0	2.64500452901	0.0	3.72920892061	0.0	1.46037247554	1.85904205805	7.41343728853	9.2948849097	2.6450364125	0.9075	3.57873220488	1.46034737706	0.0	14.0849262364	1.21027015116	10.5675226125	9.21525252761	14.2992010205	3.46889891429	7.567901009	1.67337202781	2.83411167823	8.5473664988	0.907562208616	10.0073689017	7.27342778473	14.6648992086	14.1059168347	6.37319272244	8.76776020682	10.5474087153	0.9075	1.21021971702	0.524	2.17105038211	8.98279453083	15.4165057884	0.907562208616	9.69695810601	5.42765788296	11.9256632302	17.1978308554	10.5338208908	12.4129888179	10.3475607768	0.524	0.9075	1.4603	0.524	4.17625331559	3.46886318547	11.2235105499	3.90823401099	1.8590098902	3.35001169239	5.33679145335	1.21021971702	0.0	0.0	0.0	1.46037247554	0.524	0.0	0.0	1.8590098902	3.63063609531	2.74265263976	2.54029569302	7.2734274509	7.91539990742	8.55744424268	1.46030496956	2.02344245015	0.0	2.74262187389	6.65601468556	1.21021971702	0.0	2.30488798495	8.29315404016	8.86311030139	9.90040562391	11.0234720552	1.2103	0.907562208616	0.0	0.0	7.420853705	8.16471874002	4.40221930447	2.42742067183	7.12298074887	6.90829391073	16.1312777526	17.1574111229	0.524	11.9574274173	14.0904930314	11.1732936106	8.9110829824	5.63255125814	3.41066384429	12.0127993175	12.7796218398	2.64501440288	4.85931260627	1.85899085118	0.0	0.0	2.83407118191	1.67341290001	5.45671718017	0.524	0.524	0.0	0.0	2.30488102077	0.907562208616	2.30489630953	0.0	0.0	0.907562208616	8.30515734734	6.90829751593	0.524	1.85901167678	1.21027015116	0.524	0.0	0.524	0.9075	0.524	0.524	15.5369670085	10.581613584	15.0263689135	4.27745458451	0.0	1.46030496956	0.0	0.0	0.524	7.30175929311	0.0	0.0	0.0	0.0	5.38288862143	5.77783646458	0.524	6.62436605958	6.80471704839	9.0688645877	10.6346687279	0.524	0.0	0.0	1.21027015116	0.907562208616	0.907562208616	4.06741166223	0.524	3.07805751748	0.9075	4.98435362905	0.907562208616	0.0	0.524	2.17099672411	1.4603	0.907562208616	1.67333972915	1.6734	0.0	2.02344245015	0.0	3.63064329866	0.0	0.907562208616	0.0	1.21027015116	1.21021971702	7.19800861736	4.54438411742	0.0	0.524	7.15429760324	0.0	6.98011853735	15.4539291112	7.18070058605	9.92920752191	13.5178907261	0.524	2.54032616969	2.0233951642	1.2103	3.00122186953	5.41287656993	1.46026256082	0.524	4.06743280158	0.0	0.0	4.8151229539	2.17096644575	0.0	4.7462014083	8.79357228768	6.76462968868	3.46888272287	0.524	2.02344245015	7.25702883145	4.34118338716	5.86712740806	5.73100907545	4.7461881489	0.0	1.46030496956	10.2304548318	0.524	10.8830107551	1.85895868218	1.67343455255	3.57870277096	1.21021971702	2.92006276365	1.46026256082	4.74621409672	3.00122043864	0.0	0.0	3.57869058952	0.0	0.0	0.524	0.524	4.02924982915	16.4331291664	9.20994723821	7.05802157865	11.1358510284	2.171	9.60341315175	9.96694770317	7.34125324822	0.524	5.30516532476	0.0	6.04029682066	2.5403018606	2.17098932203	5.38292215665	0.524	6.14221956788	6.42558944482	0.907562208616	7.93104657004	4.69833839275	0.0	0.524	0.524	3.57873161965	0.0	3.57871616067	0.0	0.0	0.524	0.0	0.9075	0.0	2.74265242705	0.524	3.34996496469	1.2103	4.21077772851	1.46026256082	1.85895868218	0.9075	0.0	0.524	0.0	0.524	2.3049	12.5442263551	12.8922570211	0.524	9.94529768312	1.67337202781	2.54030610958	0.0	2.02339180055	0.0	0.0	0.524	0.0	0.0	3.41066965638	1.859	0.524	1.4603	4.10460294774	1.4603	0.0	1.46026256082	0.0	2.92008653164	2.74263009609	0.524	0.524	6.93950227437	0.524	3.078047422	0.907562208616	0.0	0.907562208616	0.0	0.524	0.9075	0.907562208616	0.907562208616	7.62983319551	0.524	0.524	0.0	0.0	4.94387134348	1.46037247554	4.54439806933	11.7399133868	3.57871582248	2.30487825335	6.24577743478	7.96427627237	0.524	7.60085718574	3.86551357636	3.0011920594	3.68079311343	0.0	0.0	2.3049	1.46037247554	0.9075	1.4603	1.46030496956	2.02342386789	0.9075	0.9075	1.21021971702	1.21021971702	0.524	0.524	3.35001638711	0.0	1.67333972915	0.0	10.5512257562	0.907562208616	0.0	2.3049	2.0234205043	0.0	3.28666525176	0.524	3.41066255106	7.24038752728	4.24449953884	1.46030496956	0.0	5.28908144281	3.77609967606	0.0	0.9075	8.550725669	6.19490245032	2.74265167144	6.7352640239	1.21027015116	3.22041154466	8.77642129994	0.907562208616	0.0	0.0	0.524	0.0	0.0	2.83408153778	4.46077346327	0.524	4.37204040224	2.02344085602	0.0	0.0	0.907562208616	3.46890186629	0.907562208616	1.85904205805	0.0	1.46037247554	2.83409220044	9.3187945577	7.76669441722	1.2103	0.0	0.524	0.524	2.30493390187	4.17622947873	1.4603	0.0	3.00121696769	5.35229515757	3.98999652586	4.37204170173	6.36552330673	1.85904205805	0.0	0.907562208616	1.85899085118	0.0	3.41066902682	2.30488798495	1.67343455255	7.00491999042	8.05020994745	0.0	2.74266412604	3.57877005788	5.60687979145	5.60681847228	4.57119463795	2.42739898106	0.524	0.524	2.74270103854
Luminal A	0.0	2.7744	2.29122309411	3.4244997615	3.58911203168	0.0	0.0	0.0	2.77441875037	0.7217	0.0	0.0	1.2005	8.81020489273	2.77443527147	3.58909163843	0.7217	1.84659221751	3.02507744155	3.5891	1.8466	0.0	0.7217	6.13861229013	0.0	2.90517435274	1.84657007179	1.20053465567	0.0	0.0	1.20053465567	0.0	0.7217	6.13861229013	0.0	0.7217	2.29123364764	0.0	3.93361494721	0.0	5.19776863463	10.0458470699	8.61621724183	8.61859180309	11.541882879	2.63057222869	9.222852134	2.0859	0.0	0.0	1.55942935993	8.09602110855	4.1066670057	1.55940233683	2.77440588577	0.0	3.23857248138	13.006139638	3.42442150434	0.0	0.7217	1.20053465567	5.27227981431	0.7217	0.0	0.0	0.0	0.7217	0.0	0.0	0.0	4.68178228362	0.7217	1.20053465567	0.0	0.0	6.84849288751	2.47088259446	4.78727568296	1.20053465567	0.0	5.51687687737	5.19770081048	5.00705083808	1.55940233683	5.17198270783	0.0	0.0	0.0	0.0	6.52160643524	0.0	6.50103725592	0.0	6.65767398093	3.66489618398	0.0	5.8928426068	1.84656815674	2.29119969651	2.47087878799	3.58908117707	3.13569273554	5.70815438068	0.0	0.0	2.77435570135	1.2005	0.0	6.24119185245	4.16002828186	5.14575779626	4.7177728764	5.795	10.4827468179	6.05653685285	0.0	4.78732019424	4.26111778536	0.0	2.63062738227	5.00705983902	1.55942935993	1.84654792574	1.55940233683	0.7217	3.58910377901	8.28200186814	0.0	1.20053465567	0.0	0.0	1.20053465567	3.42445787933	1.2005	0.0	0.0	3.42446442391	0.0	0.7217	5.00708677676	0.0	2.29123936596	2.29123936596	2.2912	4.78724499865	0.7217	12.2596443144	0.0	13.4513644672	0.7217	0.7217	0.0	0.7217	0.0	0.7217	2.77442262412	1.84656815674	3.23854394751	0.0	2.29119969651	4.21146895343	0.0	0.0	0.0	1.84654792574	0.0	0.7217	1.20053465567	4.82079308613	9.56205002554	0.0	0.0	5.31998312644	0.0	0.0	13.1902777837	0.7217	8.64458101236	9.64973924198	13.8335064938	0.0	8.660838491	1.20053465567	0.0	8.85937051015	0.0	11.8536263398	5.72594622493	14.5436626147	14.49789383	6.26574967728	7.11490423873	8.5799792877	2.08598207344	0.7217	0.0	0.7217	10.3627226679	12.4323986599	0.0	9.11889014284	5.09188143657	11.523225289	14.0524202174	9.40928264986	13.8499227296	9.85381032423	0.0	2.29123936596	0.0	0.7217	2.47083535005	0.7217	12.3337400126	1.55940233683	3.02505292474	1.5594	3.80546527639	0.0	0.0	0.0	0.7217	0.0	0.7217	0.7217	0.0	0.0	4.10665585615	2.63057111651	0.7217	8.11304097806	3.33449044682	6.46968591501	3.6649423251	2.47088383681	0.0	2.77435570135	4.40066690842	1.5594	0.0	1.20053465567	9.10703551244	7.93314451594	8.98111873517	9.48311828238	0.0	1.20053465567	0.0	0.0	6.39374238116	5.92400784417	2.90516576313	0.0	5.89286198636	4.52789671275	16.95552768	18.5589048095	0.0	10.9437806736	12.659665524	12.2680345189	10.5177036654	5.92403332466	0.0	11.3781242663	13.0141937132	1.2005	3.02501483712	0.0	0.0	0.0	5.24786627521	0.7217	2.77439525146	0.7217	0.0	0.0	0.0	0.0	0.0	1.5594	0.0	0.0	1.20053465567	3.33446327155	0.0	0.0	3.23854400251	0.0	1.20053465567	0.0	0.0	1.2005	1.20053465567	0.7217	14.343361789	7.42932904832	11.9751422487	0.7217	0.0	0.0	0.0	0.0	0.0	6.8073141217	0.0	0.0	0.0	0.0	5.57700913126	0.0	0.0	5.47538526659	4.64480652435	9.57930667501	7.33383936137	0.0	0.0	0.0	0.0	1.84654792574	0.0	2.63062738227	0.0	0.0	1.5594	3.42446840763	0.0	0.0	0.0	2.08593633875	1.2005	0.7217	1.2005	0.0	0.0	3.33449852767	0.7217	2.77436734262	0.0	0.7217	0.0	0.0	0.0	7.63644197971	3.50914067528	0.0	0.0	6.19081662464	0.0	6.88854815282	16.48086947	8.46273546439	11.6118054179	14.5905451547	0.0	1.2005	0.0	0.7217	0.0	5.22302237857	1.84656815674	0.0	3.66487985639	0.0	0.0	0.7217	1.20053465567	0.7217	4.94760736444	9.54334896349	5.87701300079	3.73690226164	1.2005	1.2005	4.3556260862	1.84657007179	6.34851605147	8.1530892471	2.63064135514	0.0	0.0	8.80599112663	0.7217	7.96724562739	0.0	3.50910645887	3.33446998065	2.08593633875	0.0	1.2005	4.82082806856	2.0859	0.0	0.0	0.0	0.0	0.7217	0.0	0.0	1.55940233683	14.2511910189	6.48023506547	6.0424431315	10.5048376017	3.23850266702	6.78198065747	7.13502697616	7.49302978684	1.84654792574	3.02507677795	0.0	8.01870134493	0.0	0.0	4.56791376538	0.0	4.82082880241	9.17828111753	0.0	6.04240963862	2.47088383681	1.2005	0.7217	0.0	2.47086344679	0.0	0.7217	0.0	1.2005	0.0	0.0	0.0	0.0	3.5091	0.0	5.31996392822	1.55942935993	4.26115083411	0.0	0.7217	0.0	1.2005	0.0	4.4443239572	0.0	3.23857117555	12.4713181805	10.7166830728	0.0	11.2703921631	1.5594	1.55940233683	0.0	0.0	0.0	0.0	1.20053465567	0.0	3.87094194222	0.0	2.90514076203	0.0	0.0	2.29119969651	0.0	0.0	1.84656815674	0.7217	0.7217	2.90516569383	0.0	0.0	7.18090496914	0.0	1.20053465567	0.0	0.0	0.0	0.0	2.29123936596	1.5594	0.7217	0.0	5.00703907597	0.0	0.0	0.0	0.0	5.09185017236	1.5594	2.08598207344	10.3584792319	2.47086317884	1.55942935993	3.80548241801	5.87700912205	2.77440948042	6.60091623424	2.90520854089	4.35562642262	1.5594	0.0	0.0	1.8466	0.7217	0.0	1.20053465567	0.0	0.0	0.0	0.0	1.84656815674	0.7217	0.7217	0.7217	2.77442363075	0.0	0.0	0.0	10.6359508078	1.84657007179	0.0	1.20053465567	0.0	0.0	1.84656815674	2.08595672105	1.20053465567	5.31999339737	3.9335768786	0.0	5.84479973954	5.19769106279	2.47086344679	8.01510056991	0.7217	8.51231584675	3.73689373592	1.55940233683	7.70534128786	0.7217	2.29119969651	9.62036374816	1.84657007179	0.0	0.0	0.7217	0.0	0.0	0.7217	5.31995870221	0.0	1.84654792574	2.0859550988	0.0	0.0	0.0	0.0	1.20053465567	0.7217	0.0	1.2005	2.77443426485	9.30800166247	6.95798146524	1.2005	0.0	0.0	0.0	0.0	1.84656815674	0.0	0.7217	4.977618478	4.60685390846	3.13569273554	3.02506681118	4.48670014206	0.7217	0.0	0.0	0.7217	0.0	3.02506252663	1.2005	2.47088383681	3.23853977557	8.78495601938	0.0	0.0	0.0	4.48669230521	3.50909257115	1.8466	0.7217	1.55940233683	1.20053465567	0.0
