file_id	file_name	data_type	data_category	data_format	experimental_strategy	workflow_type	access	file_size	case_id	sample_id	sample_type	tissue_type
757ee75b-674e-49a5-8ba0-cc1b574a51ae	31fa9bfd-dc91-4e27-be93-db7df8df2cd8.mirbase21.mirnas.quantification.txt	miRNA Expression Quantification	Transcriptome Profiling	TXT	miRNA-Seq	BCGSC miRNA Profiling	open	50084	TCGA-A8-A09E	TCGA-A8-A09E-01A	Primary Tumor	Tumor
28a744f9-3ce6-41c9-9cd1-11b8f85a6f3e	TCGA-BRCA.70b9ece6-dedc-44c7-8f35-b78d9bac626e.absolute_liftover.gene_level_copy_number.v36.tsv	Gene Level Copy Number	Copy Number Variation	TSV	Genotyping Array	ABSOLUTE LiftOver	open	3429731	TCGA-A8-A09E	TCGA-A8-A09E-01A	Primary Tumor	Tumor
ead53b27-6ad9-4b96-b5d4-0d4f06fb2d13	dadd1789-354a-4abb-8d4e-8556166cf341.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	Transcriptome Profiling	TSV	RNA-Seq	STAR - Counts	open	4235051	TCGA-A8-A09E	TCGA-A8-A09E-01A	Primary Tumor	Tumor
a093c917-b6bc-40ad-af9b-e5cfd690b9f5	HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_A08_628448.nocnv_grch38.seg.v2.txt	Masked Copy Number Segment	Copy Number Variation	TXT	Genotyping Array	DNAcopy	open	4363	TCGA-A8-A09E	TCGA-A8-A09E-10A	Blood Derived Normal	Normal
7e8325fe-a684-4709-a3c2-baa5f94ed120	TCGA-BRCA.70b9ece6-dedc-44c7-8f35-b78d9bac626e.ascat3.gene_level_copy_number.v36.tsv	Gene Level Copy Number	Copy Number Variation	TSV	Genotyping Array	ASCAT3	open	3446217	TCGA-A8-A09E	TCGA-A8-A09E-10A	Blood Derived Normal	Normal
7e8325fe-a684-4709-a3c2-baa5f94ed120	TCGA-BRCA.70b9ece6-dedc-44c7-8f35-b78d9bac626e.ascat3.gene_level_copy_number.v36.tsv	Gene Level Copy Number	Copy Number Variation	TSV	Genotyping Array	ASCAT3	open	3446217	TCGA-A8-A09E	TCGA-A8-A09E-01A	Primary Tumor	Tumor
4f524b32-87ce-4766-9178-a1d3300fa864	TCGA-A8-A09E-01A-11D-A88Z-36.WholeGenome.RP-1657.cr.igv.reheader.seg.txt	Copy Number Segment	Copy Number Variation	TXT	WGS	GATK4 CNV	open	163879	TCGA-A8-A09E	TCGA-A8-A09E-10A	Blood Derived Normal	Normal
4f524b32-87ce-4766-9178-a1d3300fa864	TCGA-A8-A09E-01A-11D-A88Z-36.WholeGenome.RP-1657.cr.igv.reheader.seg.txt	Copy Number Segment	Copy Number Variation	TXT	WGS	GATK4 CNV	open	163879	TCGA-A8-A09E	TCGA-A8-A09E-01A	Primary Tumor	Tumor
caf40ac4-dcb7-4dd6-a067-9226c32ecea5	TCGA-BRCA.70b9ece6-dedc-44c7-8f35-b78d9bac626e.gene_level_copy_number.v36.tsv	Gene Level Copy Number	Copy Number Variation	TSV	Genotyping Array	ASCAT2	open	3447455	TCGA-A8-A09E	TCGA-A8-A09E-10A	Blood Derived Normal	Normal
caf40ac4-dcb7-4dd6-a067-9226c32ecea5	TCGA-BRCA.70b9ece6-dedc-44c7-8f35-b78d9bac626e.gene_level_copy_number.v36.tsv	Gene Level Copy Number	Copy Number Variation	TSV	Genotyping Array	ASCAT2	open	3447455	TCGA-A8-A09E	TCGA-A8-A09E-01A	Primary Tumor	Tumor
6d4ad0cc-ed9f-488b-af19-4d51c25c4452	HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_G09_628500.grch38.seg.v2.txt	Copy Number Segment	Copy Number Variation	TXT	Genotyping Array	DNAcopy	open	58036	TCGA-A8-A09E	TCGA-A8-A09E-01A	Primary Tumor	Tumor
0cda5d56-9580-4be9-8b4e-8db4f08c49de	HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_G09_628500.nocnv_grch38.seg.v2.txt	Masked Copy Number Segment	Copy Number Variation	TXT	Genotyping Array	DNAcopy	open	32784	TCGA-A8-A09E	TCGA-A8-A09E-01A	Primary Tumor	Tumor
3dffb22b-ce7a-4009-8669-ce522d8268ad	HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_A08_628448.grch38.seg.v2.txt	Copy Number Segment	Copy Number Variation	TXT	Genotyping Array	DNAcopy	open	26025	TCGA-A8-A09E	TCGA-A8-A09E-10A	Blood Derived Normal	Normal
7b918c78-de35-4667-9e89-065bb020d9d5	CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_H08_628250.nocnv_grch38.seg.v2.txt	Masked Copy Number Segment	Copy Number Variation	TXT	Genotyping Array	DNAcopy	open	14211	TCGA-A7-A0DC	TCGA-A7-A0DC-01A	Primary Tumor	Tumor
0e1999e0-9c02-4804-88b6-60b46d100739	db5dab56-838e-4784-a7cf-f05296e356f7.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	Transcriptome Profiling	TSV	RNA-Seq	STAR - Counts	open	4250358	TCGA-A7-A0DC	TCGA-A7-A0DC-01A	Primary Tumor	Tumor
0c6dd343-cf69-4a93-a304-3afc9b287a5e	db537846-eb1b-4954-aa74-81afd11f694e.mirbase21.mirnas.quantification.txt	miRNA Expression Quantification	Transcriptome Profiling	TXT	miRNA-Seq	BCGSC miRNA Profiling	open	50081	TCGA-A7-A0DC	TCGA-A7-A0DC-11A	Solid Tissue Normal	Normal
ac1f106c-9585-4da0-94f3-83ae2edb752d	MAPLE_p_TCGAb78_BrstRedo_SNP_N_GenomeWideSNP_6_F07_729628.nocnv_grch38.seg.v2.txt	Masked Copy Number Segment	Copy Number Variation	TXT	Genotyping Array	DNAcopy	open	6389	TCGA-A7-A0DC	TCGA-A7-A0DC-11A	Solid Tissue Normal	Normal
42f5cb5d-e3ad-47f5-a0f3-1811d66079a7	CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_H11_628226.grch38.seg.v2.txt	Copy Number Segment	Copy Number Variation	TXT	Genotyping Array	DNAcopy	open	38585	TCGA-A7-A0DC	TCGA-A7-A0DC-10A	Blood Derived Normal	Normal
9e056a2a-a643-478a-b96c-85d5221f487a	c6a90de3-979b-46b0-9f84-2875c1e38742.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	Transcriptome Profiling	TSV	RNA-Seq	STAR - Counts	open	4241593	TCGA-A7-A0DC	TCGA-A7-A0DC-11A	Solid Tissue Normal	Normal
3e8cff80-ed17-479c-8327-ca8e71ee7482	0c814cd9-5b2c-4764-9e6a-6ad0403fcd7d.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	Transcriptome Profiling	TSV	RNA-Seq	STAR - Counts	open	4249009	TCGA-A7-A0DC	TCGA-A7-A0DC-01B	Primary Tumor	Tumor
fc2a3ea4-1f40-4b5d-b2af-624ef54dd658	CHILE_p_TCGASNP_230_231_FFPE_N_GenomeWideSNP_6_A10_1147968.grch38.seg.v2.txt	Copy Number Segment	Copy Number Variation	TXT	Genotyping Array	DNAcopy	open	128614	TCGA-A7-A0DC	TCGA-A7-A0DC-01B	Primary Tumor	Tumor
a335cf3e-1504-46c7-a130-628ef6b543aa	22ae1265-0ef4-439e-ab8a-46abd4c8f3b2.mirbase21.mirnas.quantification.txt	miRNA Expression Quantification	Transcriptome Profiling	TXT	miRNA-Seq	BCGSC miRNA Profiling	open	50000	TCGA-A7-A0DC	TCGA-A7-A0DC-01A	Primary Tumor	Tumor
393acd3e-9b01-4a5d-af85-9029705b7ded	CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_H11_628226.nocnv_grch38.seg.v2.txt	Masked Copy Number Segment	Copy Number Variation	TXT	Genotyping Array	DNAcopy	open	3477	TCGA-A7-A0DC	TCGA-A7-A0DC-10A	Blood Derived Normal	Normal
215719cf-a02b-485c-9534-d99f663ec6dd	TCGA-BRCA.e781547e-415c-4656-b656-c1df8cc22fc3.gene_level_copy_number.v36.tsv	Gene Level Copy Number	Copy Number Variation	TSV	Genotyping Array	ASCAT2	open	3446861	TCGA-A7-A0DC	TCGA-A7-A0DC-01B	Primary Tumor	Tumor
215719cf-a02b-485c-9534-d99f663ec6dd	TCGA-BRCA.e781547e-415c-4656-b656-c1df8cc22fc3.gene_level_copy_number.v36.tsv	Gene Level Copy Number	Copy Number Variation	TSV	Genotyping Array	ASCAT2	open	3446861	TCGA-A7-A0DC	TCGA-A7-A0DC-10A	Blood Derived Normal	Normal
7d7504e2-feff-4953-af6b-4307094ba223	CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_H08_628250.grch38.seg.v2.txt	Copy Number Segment	Copy Number Variation	TXT	Genotyping Array	DNAcopy	open	45262	TCGA-A7-A0DC	TCGA-A7-A0DC-01A	Primary Tumor	Tumor
dc8645c1-a7aa-4540-a96e-4d052637f412	TCGA-BRCA.5bfd4ac0-78fb-4ee5-ac75-7e20a268685c.gene_level_copy_number.v36.tsv	Gene Level Copy Number	Copy Number Variation	TSV	Genotyping Array	ASCAT2	open	3449362	TCGA-A7-A0DC	TCGA-A7-A0DC-01A	Primary Tumor	Tumor
dc8645c1-a7aa-4540-a96e-4d052637f412	TCGA-BRCA.5bfd4ac0-78fb-4ee5-ac75-7e20a268685c.gene_level_copy_number.v36.tsv	Gene Level Copy Number	Copy Number Variation	TSV	Genotyping Array	ASCAT2	open	3449362	TCGA-A7-A0DC	TCGA-A7-A0DC-10A	Blood Derived Normal	Normal
0d382b4e-45fb-446a-a593-4a0553eb54aa	TCGA-BRCA.5bfd4ac0-78fb-4ee5-ac75-7e20a268685c.ascat3.gene_level_copy_number.v36.tsv	Gene Level Copy Number	Copy Number Variation	TSV	Genotyping Array	ASCAT3	open	3449317	TCGA-A7-A0DC	TCGA-A7-A0DC-01A	Primary Tumor	Tumor
0d382b4e-45fb-446a-a593-4a0553eb54aa	TCGA-BRCA.5bfd4ac0-78fb-4ee5-ac75-7e20a268685c.ascat3.gene_level_copy_number.v36.tsv	Gene Level Copy Number	Copy Number Variation	TSV	Genotyping Array	ASCAT3	open	3449317	TCGA-A7-A0DC	TCGA-A7-A0DC-10A	Blood Derived Normal	Normal
b515e1ff-08d0-47fc-bb5e-3ca550410895	CHILE_p_TCGASNP_230_231_FFPE_N_GenomeWideSNP_6_A10_1147968.nocnv_grch38.seg.v2.txt	Masked Copy Number Segment	Copy Number Variation	TXT	Genotyping Array	DNAcopy	open	71061	TCGA-A7-A0DC	TCGA-A7-A0DC-01B	Primary Tumor	Tumor
b482c124-01e3-455e-8845-3919ecb07d9d	MAPLE_p_TCGAb78_BrstRedo_SNP_N_GenomeWideSNP_6_F07_729628.grch38.seg.v2.txt	Copy Number Segment	Copy Number Variation	TXT	Genotyping Array	DNAcopy	open	31552	TCGA-A7-A0DC	TCGA-A7-A0DC-11A	Solid Tissue Normal	Normal
a3361ee3-2e6f-48e7-a526-e6d1b1aa6d75	ca4ba8e9-dac8-468b-998c-f4ec259c472d.mirbase21.mirnas.quantification.txt	miRNA Expression Quantification	Transcriptome Profiling	TXT	miRNA-Seq	BCGSC miRNA Profiling	open	50298	TCGA-A7-A0DC	TCGA-A7-A0DC-01B	Primary Tumor	Tumor
385ddd6f-c126-4c4f-acde-1ef2d74d3639	616b6b60-8c4a-4d85-9a24-f47df6ad497e.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	Transcriptome Profiling	TSV	RNA-Seq	STAR - Counts	open	4239597	TCGA-A8-A08F	TCGA-A8-A08F-01A	Primary Tumor	Tumor
cd5fcabf-4701-42d2-8e9c-ca5a30976704	TCGA-A8-A08F-01A-11D-A88Z-36.WholeGenome.RP-1657.cr.igv.reheader.seg.txt	Copy Number Segment	Copy Number Variation	TXT	WGS	GATK4 CNV	open	223669	TCGA-A8-A08F	TCGA-A8-A08F-10A	Blood Derived Normal	Normal
cd5fcabf-4701-42d2-8e9c-ca5a30976704	TCGA-A8-A08F-01A-11D-A88Z-36.WholeGenome.RP-1657.cr.igv.reheader.seg.txt	Copy Number Segment	Copy Number Variation	TXT	WGS	GATK4 CNV	open	223669	TCGA-A8-A08F	TCGA-A8-A08F-01A	Primary Tumor	Tumor
790e77fb-fe92-4413-bb39-0f1edc92093d	89d822a3-6577-46b6-8cca-5600e88a56a3.mirbase21.mirnas.quantification.txt	miRNA Expression Quantification	Transcriptome Profiling	TXT	miRNA-Seq	BCGSC miRNA Profiling	open	50034	TCGA-AQ-A0Y5	TCGA-AQ-A0Y5-01A	Primary Tumor	Tumor
71e72556-a32e-4629-ad49-d5dc4536b4f4	CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_C06_628334.grch38.seg.v2.txt	Copy Number Segment	Copy Number Variation	TXT	Genotyping Array	DNAcopy	open	13617	TCGA-A8-A08F	TCGA-A8-A08F-10A	Blood Derived Normal	Normal
fba15a9b-02d3-4b7d-9dc3-f0f11bd9f278	TCGA-BRCA.80ffdd30-9845-4ee5-8f68-f272c0b0b1f5.absolute_liftover.gene_level_copy_number.v36.tsv	Gene Level Copy Number	Copy Number Variation	TSV	Genotyping Array	ABSOLUTE LiftOver	open	3429833	TCGA-AQ-A0Y5	TCGA-AQ-A0Y5-01A	Primary Tumor	Tumor
78f5571c-bf69-44e0-863e-fc7dba90833a	TCGA-BRCA.91094862-5aee-4304-b503-12a163a52532.ascat3.gene_level_copy_number.v36.tsv	Gene Level Copy Number	Copy Number Variation	TSV	Genotyping Array	ASCAT3	open	3446053	TCGA-A8-A08F	TCGA-A8-A08F-10A	Blood Derived Normal	Normal
78f5571c-bf69-44e0-863e-fc7dba90833a	TCGA-BRCA.91094862-5aee-4304-b503-12a163a52532.ascat3.gene_level_copy_number.v36.tsv	Gene Level Copy Number	Copy Number Variation	TSV	Genotyping Array	ASCAT3	open	3446053	TCGA-A8-A08F	TCGA-A8-A08F-01A	Primary Tumor	Tumor
b7820b67-de27-4484-928e-586fec236a52	CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_D02_628264.nocnv_grch38.seg.v2.txt	Masked Copy Number Segment	Copy Number Variation	TXT	Genotyping Array	DNAcopy	open	50845	TCGA-A8-A08F	TCGA-A8-A08F-01A	Primary Tumor	Tumor
00cbb873-d96d-4580-943c-9809d816635f	CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_B07_628378.grch38.seg.v2.txt	Copy Number Segment	Copy Number Variation	TXT	Genotyping Array	DNAcopy	open	46331	TCGA-A7-A0CD	TCGA-A7-A0CD-01A	Primary Tumor	Tumor
1e953b13-fa98-4494-9ea9-9001cf4cd7a3	SHOUT_p_TCGAb_319_20_21_22_NSP_GenomeWideSNP_6_H03_1365130.grch38.seg.v2.txt	Copy Number Segment	Copy Number Variation	TXT	Genotyping Array	DNAcopy	open	28793	TCGA-LL-A6FP	TCGA-LL-A6FP-10A	Blood Derived Normal	Normal
95d8bdea-9565-42f8-9f3a-4450cc27f411	TCGA-A7-A0CD-01A-11D-A930-36.WholeGenome.RP-1657.cr.igv.reheader.seg.txt	Copy Number Segment	Copy Number Variation	TXT	WGS	GATK4 CNV	open	160478	TCGA-A7-A0CD	TCGA-A7-A0CD-10A	Blood Derived Normal	Normal
95d8bdea-9565-42f8-9f3a-4450cc27f411	TCGA-A7-A0CD-01A-11D-A930-36.WholeGenome.RP-1657.cr.igv.reheader.seg.txt	Copy Number Segment	Copy Number Variation	TXT	WGS	GATK4 CNV	open	160478	TCGA-A7-A0CD	TCGA-A7-A0CD-01A	Primary Tumor	Tumor
69de36f3-27c2-459d-b98e-6972cec5e916	TCGA-BRCA.23353deb-8af1-474e-8654-70d444529e5e.ascat3.gene_level_copy_number.v36.tsv	Gene Level Copy Number	Copy Number Variation	TSV	Genotyping Array	ASCAT3	open	3445505	TCGA-LL-A6FP	TCGA-LL-A6FP-10A	Blood Derived Normal	Normal
69de36f3-27c2-459d-b98e-6972cec5e916	TCGA-BRCA.23353deb-8af1-474e-8654-70d444529e5e.ascat3.gene_level_copy_number.v36.tsv	Gene Level Copy Number	Copy Number Variation	TSV	Genotyping Array	ASCAT3	open	3445505	TCGA-LL-A6FP	TCGA-LL-A6FP-01A	Primary Tumor	Tumor
73404cfc-4298-4511-8c99-3e06678740c4	SHOUT_p_TCGAb_319_20_21_22_NSP_GenomeWideSNP_6_H02_1365126.nocnv_grch38.seg.v2.txt	Masked Copy Number Segment	Copy Number Variation	TXT	Genotyping Array	DNAcopy	open	11493	TCGA-LL-A6FP	TCGA-LL-A6FP-01A	Primary Tumor	Tumor
f925419f-ea68-4dfd-86ae-e6e6e0ca91d9	TCGA-BRCA.a82e297d-8342-44f1-b7e8-e42872c834fa.ascat3.gene_level_copy_number.v36.tsv	Gene Level Copy Number	Copy Number Variation	TSV	Genotyping Array	ASCAT3	open	3445505	TCGA-A7-A0CD	TCGA-A7-A0CD-10A	Blood Derived Normal	Normal
f925419f-ea68-4dfd-86ae-e6e6e0ca91d9	TCGA-BRCA.a82e297d-8342-44f1-b7e8-e42872c834fa.ascat3.gene_level_copy_number.v36.tsv	Gene Level Copy Number	Copy Number Variation	TSV	Genotyping Array	ASCAT3	open	3445505	TCGA-A7-A0CD	TCGA-A7-A0CD-01A	Primary Tumor	Tumor
0417a4fa-1bbb-4a47-83e2-5b45bdb88de8	CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_B07_628378.nocnv_grch38.seg.v2.txt	Masked Copy Number Segment	Copy Number Variation	TXT	Genotyping Array	DNAcopy	open	20433	TCGA-A7-A0CD	TCGA-A7-A0CD-01A	Primary Tumor	Tumor
8c5d2942-22fa-4c56-9d60-53faba5bd492	BONZE_p_TCGAb56_SNP_1N_GenomeWideSNP_6_D06_667022.grch38.seg.v2.txt	Copy Number Segment	Copy Number Variation	TXT	Genotyping Array	DNAcopy	open	41280	TCGA-A8-A07E	TCGA-A8-A07E-01A	Primary Tumor	Tumor
45469b7a-ca0c-4859-9620-37c74705e81c	TCGA-A8-A06T-01A-11D-A891-36.WholeGenome.RP-1657.cr.igv.reheader.seg.txt	Copy Number Segment	Copy Number Variation	TXT	WGS	GATK4 CNV	open	135813	TCGA-A8-A06T	TCGA-A8-A06T-10B	Blood Derived Normal	Normal
45469b7a-ca0c-4859-9620-37c74705e81c	TCGA-A8-A06T-01A-11D-A891-36.WholeGenome.RP-1657.cr.igv.reheader.seg.txt	Copy Number Segment	Copy Number Variation	TXT	WGS	GATK4 CNV	open	135813	TCGA-A8-A06T	TCGA-A8-A06T-01A	Primary Tumor	Tumor
b736ca6e-53b4-4074-a446-4085aaf5a23b	TCGA-BRCA.768075b7-62ca-4f16-b1a6-7700c94a146b.absolute_liftover.gene_level_copy_number.v36.tsv	Gene Level Copy Number	Copy Number Variation	TSV	Genotyping Array	ABSOLUTE LiftOver	open	3431906	TCGA-A8-A06T	TCGA-A8-A06T-01A	Primary Tumor	Tumor
854cab48-2281-426a-910d-66ef0cdb0b83	c74a2bd9-ce8c-4d7f-99d5-f8bac92ceaf5.mirbase21.mirnas.quantification.txt	miRNA Expression Quantification	Transcriptome Profiling	TXT	miRNA-Seq	BCGSC miRNA Profiling	open	50344	TCGA-5L-AAT1	TCGA-5L-AAT1-01A	Primary Tumor	Tumor
dabebdef-6ccf-4431-a792-4833d8687864	CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_C01_628386.grch38.seg.v2.txt	Copy Number Segment	Copy Number Variation	TXT	Genotyping Array	DNAcopy	open	24661	TCGA-A8-A06T	TCGA-A8-A06T-10A	Blood Derived Normal	Normal
cb4ac7a6-3cc7-469d-bad8-2d47fbfdeaf5	TAKEN_p_TCGAb_379_400_FFPE_NSP_GenomeWideSNP_6_E03_1513296.nocnv_grch38.seg.v2.txt	Masked Copy Number Segment	Copy Number Variation	TXT	Genotyping Array	DNAcopy	open	5761	TCGA-5L-AAT1	TCGA-5L-AAT1-01A	Primary Tumor	Tumor
53866014-4686-46dc-99ce-2b5ab4bf6c10	TCGA-BRCA.14d1ebac-ab78-4daf-b4bf-158610be3948.gene_level_copy_number.v36.tsv	Gene Level Copy Number	Copy Number Variation	TSV	Genotyping Array	ASCAT2	open	3447490	TCGA-BH-A0BD	TCGA-BH-A0BD-01A	Primary Tumor	Tumor
53866014-4686-46dc-99ce-2b5ab4bf6c10	TCGA-BRCA.14d1ebac-ab78-4daf-b4bf-158610be3948.gene_level_copy_number.v36.tsv	Gene Level Copy Number	Copy Number Variation	TSV	Genotyping Array	ASCAT2	open	3447490	TCGA-BH-A0BD	TCGA-BH-A0BD-10A	Blood Derived Normal	Normal
063aedd7-3c22-40f8-b24f-2fec5aca5dd5	TCGA-BRCA.d986386e-b0cc-46f5-a9dc-8e0c58178f4a.gene_level_copy_number.v36.tsv	Gene Level Copy Number	Copy Number Variation	TSV	Genotyping Array	ASCAT2	open	3448792	TCGA-GI-A2C8	TCGA-GI-A2C8-11A	Solid Tissue Normal	Normal
063aedd7-3c22-40f8-b24f-2fec5aca5dd5	TCGA-BRCA.d986386e-b0cc-46f5-a9dc-8e0c58178f4a.gene_level_copy_number.v36.tsv	Gene Level Copy Number	Copy Number Variation	TSV	Genotyping Array	ASCAT2	open	3448792	TCGA-GI-A2C8	TCGA-GI-A2C8-01A	Primary Tumor	Tumor
77eeab5c-78e5-4bd4-9944-4730d6533792	WRIED_p_TCGA_143_147_150_Hahn_N_GenomeWideSNP_6_A09_799960.nocnv_grch38.seg.v2.txt	Masked Copy Number Segment	Copy Number Variation	TXT	Genotyping Array	DNAcopy	open	3458	TCGA-GI-A2C8	TCGA-GI-A2C8-11A	Solid Tissue Normal	Normal
91060c43-f1e3-49ea-a3c9-96def417716b	caf3d917-623d-4e2a-ac0a-521415385763.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	Transcriptome Profiling	TSV	RNA-Seq	STAR - Counts	open	4261415	TCGA-A8-A091	TCGA-A8-A091-01A	Primary Tumor	Tumor
791bbb6f-def9-47aa-b189-297205b68d99	TCGA-BRCA.9ba65dff-5f6c-4d9e-8e58-8350a7c1dcbe.ascat3.gene_level_copy_number.v36.tsv	Gene Level Copy Number	Copy Number Variation	TSV	Genotyping Array	ASCAT3	open	3447561	TCGA-AR-A2LR	TCGA-AR-A2LR-10A	Blood Derived Normal	Normal
791bbb6f-def9-47aa-b189-297205b68d99	TCGA-BRCA.9ba65dff-5f6c-4d9e-8e58-8350a7c1dcbe.ascat3.gene_level_copy_number.v36.tsv	Gene Level Copy Number	Copy Number Variation	TSV	Genotyping Array	ASCAT3	open	3447561	TCGA-AR-A2LR	TCGA-AR-A2LR-01A	Primary Tumor	Tumor
84cff855-d17a-4c09-b432-53893ae69c1e	03d891b3-8faf-4384-94ce-2015f1ca5df0.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	Transcriptome Profiling	TSV	RNA-Seq	STAR - Counts	open	4217372	TCGA-GI-A2C8	TCGA-GI-A2C8-11A	Solid Tissue Normal	Normal
1f6006b6-9eaf-4bf3-96ba-844b03a1015f	TCGA-BRCA.63c1bf52-78e7-48aa-ba7c-acf89b20b1e0.absolute_liftover.gene_level_copy_number.v36.tsv	Gene Level Copy Number	Copy Number Variation	TSV	Genotyping Array	ABSOLUTE LiftOver	open	3431753	TCGA-B6-A1KC	TCGA-B6-A1KC-01B	Primary Tumor	Tumor
05c5e98f-e05a-4e76-956c-e6ddf1dbf88f	TCGA-BRCA.9ba65dff-5f6c-4d9e-8e58-8350a7c1dcbe.gene_level_copy_number.v36.tsv	Gene Level Copy Number	Copy Number Variation	TSV	Genotyping Array	ASCAT2	open	3448498	TCGA-AR-A2LR	TCGA-AR-A2LR-10A	Blood Derived Normal	Normal
05c5e98f-e05a-4e76-956c-e6ddf1dbf88f	TCGA-BRCA.9ba65dff-5f6c-4d9e-8e58-8350a7c1dcbe.gene_level_copy_number.v36.tsv	Gene Level Copy Number	Copy Number Variation	TSV	Genotyping Array	ASCAT2	open	3448498	TCGA-AR-A2LR	TCGA-AR-A2LR-01A	Primary Tumor	Tumor
eda61afc-d12e-4093-81e4-5555cbdbacd7	TCGA-BRCA.d986386e-b0cc-46f5-a9dc-8e0c58178f4a.absolute_liftover.gene_level_copy_number.v36.tsv	Gene Level Copy Number	Copy Number Variation	TSV	Genotyping Array	ABSOLUTE LiftOver	open	3431546	TCGA-GI-A2C8	TCGA-GI-A2C8-01A	Primary Tumor	Tumor
4fc33c92-be6c-4239-8318-528527f49faf	ea37ddc7-e54b-4f05-b60b-489d7252ab09.mirbase21.mirnas.quantification.txt	miRNA Expression Quantification	Transcriptome Profiling	TXT	miRNA-Seq	BCGSC miRNA Profiling	open	50159	TCGA-B6-A1KC	TCGA-B6-A1KC-01B	Primary Tumor	Tumor
e4ed87d6-958d-46c5-aaeb-5320a071e618	RANDS_p_TCGA_b109_SNP_1N_GenomeWideSNP_6_F11_771936.grch38.seg.v2.txt	Copy Number Segment	Copy Number Variation	TXT	Genotyping Array	DNAcopy	open	17837	TCGA-B6-A1KC	TCGA-B6-A1KC-10A	Blood Derived Normal	Normal
2bd8a058-6019-49bc-a56b-42fd8b227db7	a676f98c-182c-4373-b71c-f2b5c15b747d.mirbase21.mirnas.quantification.txt	miRNA Expression Quantification	Transcriptome Profiling	TXT	miRNA-Seq	BCGSC miRNA Profiling	open	50113	TCGA-A8-A09K	TCGA-A8-A09K-01A	Primary Tumor	Tumor
a39599fc-f738-4103-ae16-4072d7681a4a	TCGA-BRCA.b412fc52-5776-4ff9-b9c4-829efabfb377.ascat3.gene_level_copy_number.v36.tsv	Gene Level Copy Number	Copy Number Variation	TSV	Genotyping Array	ASCAT3	open	3446164	TCGA-A8-A09K	TCGA-A8-A09K-01A	Primary Tumor	Tumor
a39599fc-f738-4103-ae16-4072d7681a4a	TCGA-BRCA.b412fc52-5776-4ff9-b9c4-829efabfb377.ascat3.gene_level_copy_number.v36.tsv	Gene Level Copy Number	Copy Number Variation	TSV	Genotyping Array	ASCAT3	open	3446164	TCGA-A8-A09K	TCGA-A8-A09K-10A	Blood Derived Normal	Normal
a6e94c3b-2e72-4a4a-bc47-e5f6a12b6d89	4f9ab944-ee29-4f43-ac5d-61cee10483ac.mirbase21.mirnas.quantification.txt	miRNA Expression Quantification	Transcriptome Profiling	TXT	miRNA-Seq	BCGSC miRNA Profiling	open	50225	TCGA-A8-A06U	TCGA-A8-A06U-01A	Primary Tumor	Tumor
05b3c7cb-143d-4392-b0fc-1601c768edca	TCGA-BRCA.714b3b2b-ad91-483d-8754-2afc96067e5e.absolute_liftover.gene_level_copy_number.v36.tsv	Gene Level Copy Number	Copy Number Variation	TSV	Genotyping Array	ABSOLUTE LiftOver	open	3430667	TCGA-A8-A06U	TCGA-A8-A06U-01A	Primary Tumor	Tumor
db2f1eef-50fb-41ac-a720-5a5c7376ee3d	TCGA-BRCA.8c976a66-2f34-4441-8f79-a13136e1dbe7.gene_level_copy_number.v36.tsv	Gene Level Copy Number	Copy Number Variation	TSV	Genotyping Array	ASCAT2	open	3447549	TCGA-A8-A07I	TCGA-A8-A07I-01A	Primary Tumor	Tumor
db2f1eef-50fb-41ac-a720-5a5c7376ee3d	TCGA-BRCA.8c976a66-2f34-4441-8f79-a13136e1dbe7.gene_level_copy_number.v36.tsv	Gene Level Copy Number	Copy Number Variation	TSV	Genotyping Array	ASCAT2	open	3447549	TCGA-A8-A07I	TCGA-A8-A07I-10A	Blood Derived Normal	Normal
d796de5e-4512-4b3a-93d4-2a006e79084f	da752364-731c-4e77-8d6e-9c91a5b7f68f.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	Transcriptome Profiling	TSV	RNA-Seq	STAR - Counts	open	4248916	TCGA-E2-A1L7	TCGA-E2-A1L7-11A	Solid Tissue Normal	Normal
