case_id	TPRN	ITGAV	ART1	RBMXL3	PNOC	RNF128	ZNF222	FAM108B1	DLGAP4	OIP5	C2orf84	RAET1G	KIAA1522	HLX	PPAPDC1A	ZNF799	TAS2R19	ZNF416	CCL24	MAP3K6	SNORD56B	RND3	RUNX1T1	C4orf17	TENC1	NRXN2	ACTR2	ZNF554	PCSK5	SCRG1	SPDYE2	HPCAL1	GSS	TSPAN9	IL21	ADCY4	SGK196	KLHDC4	RMRP	HMGN5	ERLIN2	PCDHB18	C10orf11	ARIH2	?|653553	CCDC13	TAAR8	TPPP3	PARK2	MDM4	CPB2	KPNA6	SLC25A18	LY6G6D	AGL	FAM190A	PPP2R2C	ACTL7B	NPB	TJP3	NDOR1	XCL2	MRPS7	OTUD1	ZNF841	GUCY2D	CXCR2P1	DEPDC1	PSMB11	STXBP4	SLC25A13	PSMB8	ANKRD19	SPHKAP	C10orf107	ANKRD34B	MAK16	NR2E3	MT1H	SLITRK2	GZMA	ZNF845	ZMYM6	RPP30	HECTD3	ANKRD58	RFWD2	PSMA3	OTX2	SNAP29	LMO7	NAALADL1	ATN1	UHRF1BP1L	MED18	CNN3	TRPM1	BCL7C	C8B	MAP6	C1orf187	LRRC15	PROCA1	HSFX2	ABCD2	KSR1	GRAPL	NRK	TACR3	BMP8B	SLC31A2	FBXO43	PGA3	SOCS3	CD302	RAP2C	PAQR7	OR7E37P	TTC35	FAM7A2	C10orf82	DNAL4	SCML1	GRIK5	PNPLA5	C1orf49	KRT6C	RNPEPL1	C2orf7	SSX1	ABCB10	FYTTD1	KCTD8	MRPL55	LOC441294	MYO18A	SNORD59B	LTV1	LTA4H	SPRY3	BICC1	PHF7	ANAPC16	BPIL2	PGM2L1	DEGS1	MAGEE1	PKP2	ST6GALNAC1	SLC25A24	DPM1	SCAMP5	XKR3	SLC6A15	CD53	UGT1A1	C5orf54	MUC17	CT47B1	KIF5A	KCNK15	FCGR3A	PALM2-AKAP2	EEF1D	RHOV	BRE	ZSCAN18	TTTY15	SEMA3B	DHRS3	FA2H	MLN	MS4A6A	TPRX1	C10orf111	MFSD3	UBXN2B	ZNF225	KCNQ1	C6orf115	NLRC5	CXCR7	SH3GL2	KIAA0087	C19orf44	KDM5A	LCE3C	TAS2R1	MYO7A	ZNF135	KCTD11	SORL1	HDAC6	GMPPA	FAM181A	BGN	MYL2	LINGO4	IGFL4	PLXNA3
TCGA-A2-A04Y	9.6777	11.0653	0.4164	0.0	2.004	5.8211	6.053	7.2907	10.1689	6.5512	1.8783	2.1196	11.5221	6.4315	6.0641	8.6848	1.0027	6.7377	0.4164	8.7377	0.0	10.0451	3.7053	0.0	10.3922	5.6394	12.9498	7.5418	5.4089	0.7391	1.4184	9.9996	10.5354	10.4544	0.0	7.3947	2.9432	9.1535	2.9432	6.8339	9.938	2.879	5.9516	10.9468	8.9807	3.3267	0.0	9.4288	4.9593	11.4846	0.4164	10.8971	3.6294	0.0	9.3459	6.62	10.1242	0.0	0.0	9.6298	9.9716	2.7415	10.3591	8.5197	9.7046	0.7391	6.7734	7.9633	0.0	6.9939	9.3197	11.0637	6.5496	1.4184	1.5885	0.4164	8.4786	3.5898	1.2254	1.4184	7.4647	7.481	9.0625	9.1852	10.5881	4.6099	10.6644	11.7588	0.0	10.9395	8.589	4.005	12.2615	9.1508	8.1016	10.9626	0.0	8.2967	0.0	7.6395	0.0	9.057	5.1206	4.005	4.8631	7.6491	1.2254	7.5392	0.0	3.5492	9.8239	4.7777	0.4164	12.0933	10.0072	10.6089	9.2501	0.0	10.1668	1.4184	2.7415	8.1121	9.4217	2.9432	0.0	0.0	1.0027	9.8233	8.0515	0.0	8.0184	10.9641	0.4164	8.2325	6.9041	9.8826	0.0	10.0033	9.8217	6.0569	5.0349	6.9825	11.3087	0.0	7.2082	11.9879	7.5131	8.009	3.5492	10.3577	9.209	8.2845	0.4164	1.2254	10.3136	0.0	6.0785	0.0	0.0	1.5885	5.6682	11.2186	10.011	13.057	10.1436	8.9251	10.4834	0.0	10.5701	10.1384	7.1852	0.0	10.2301	0.0	3.5492	8.2099	9.3022	5.6964	9.328	9.749	9.4026	10.4434	2.5894	1.5885	6.8822	10.2237	0.0	2.5894	6.4259	9.2115	8.2658	10.5124	10.0579	9.708	0.7391	12.9844	0.4164	3.0046	0.0	10.0323
TCGA-A8-A092	9.2954	11.3197	0.3722	0.0	1.4675	7.5825	6.1768	8.7824	10.8291	6.9506	1.4675	2.7101	11.8662	5.3268	6.6547	6.8983	0.9129	7.4504	0.0	8.2553	0.0	9.1535	4.4716	0.0	9.025	3.7397	12.507	6.8912	6.2926	1.3053	1.9791	8.5222	10.1975	10.5731	0.0	5.0217	8.0702	7.9361	3.3394	7.5052	9.8509	2.356	5.9383	10.4667	8.3714	1.4675	0.0	6.7445	3.8019	10.7283	0.3722	10.7238	3.7076	0.0	11.6829	5.0217	7.1281	0.0	0.3722	9.3737	9.1976	1.8672	10.8315	8.3905	7.6727	3.0112	6.4071	9.0266	0.0	8.8847	9.4393	9.8193	6.93	0.3722	0.9129	0.6677	7.9548	2.2706	0.6677	0.9129	4.7649	8.6203	8.4658	9.2716	9.8528	4.4523	10.8768	10.7268	0.0	10.6043	9.0864	3.8904	11.7065	9.8509	7.6432	11.3273	0.0	10.0269	0.6677	4.393	0.6677	11.0831	4.1753	4.0269	2.4366	8.0906	2.083	10.1331	0.6677	7.5307	8.1855	4.5279	0.0	9.0152	8.7891	10.251	8.5164	0.3722	10.8928	0.3722	2.1798	9.2675	4.5279	3.0112	0.0	0.3722	1.9791	9.8273	8.2828	0.0	9.4533	11.238	0.3722	9.824	4.8847	10.9129	0.0	9.3354	10.6911	5.2729	6.8402	5.8004	11.0663	0.0	8.7659	11.8087	7.1006	8.9811	1.9791	10.1504	9.8085	7.6954	0.0	3.6747	9.3042	0.0	7.2558	0.0	0.0	3.4209	7.0211	11.3613	8.2026	14.3093	8.5024	9.1468	9.9993	0.0	8.1061	9.2927	6.7165	0.0	9.419	0.0	1.8672	10.1293	11.5856	6.9644	6.0697	9.3129	8.8973	8.1123	1.6134	0.9129	7.5839	11.1315	0.0	0.0	5.7382	8.7502	7.9552	11.0371	9.7832	8.9736	0.0	12.7017	0.0	1.8672	0.0	9.9033
TCGA-A2-A0EX	10.0284	11.8536	0.5239	0.0	3.7758	5.2888	6.9748	8.4089	10.6074	4.9627	1.8588	1.8588	12.5029	6.4543	7.8807	7.4783	0.0	7.5441	0.0	8.7067	0.0	10.88	5.8883	0.0	10.3074	6.2945	12.6444	6.9997	7.1271	1.2101	0.9074	8.8173	9.9263	11.5074	0.0	6.711	5.834	8.3603	5.5402	7.8619	11.5713	4.1406	4.6485	10.2333	7.1628	2.4272	0.0	7.3603	6.3728	8.6033	0.5239	11.034	3.2201	0.0	11.2748	6.4399	7.607	0.0	0.0	9.868	9.0953	1.6731	10.2405	8.7775	7.269	2.9198	0.5239	5.8116	0.0	7.6548	8.5738	10.1356	5.8228	1.2101	4.4889	0.0	8.2132	1.4601	0.0	2.1708	5.9611	8.6323	8.7203	8.5886	10.7026	2.8338	9.6526	10.269	0.0	10.2448	9.2784	6.1239	11.8108	9.2021	7.698	12.1471	0.5239	9.234	0.0	5.9912	0.9074	12.6043	3.1507	5.1174	4.3409	7.402	0.9074	9.0942	0.5239	6.5039	9.1475	2.6448	0.0	9.466	9.8754	9.7556	8.8843	0.0	10.3336	0.9074	1.6731	9.5577	5.2395	5.5266	0.0	0.0	3.0778	10.5634	8.6017	0.0	8.131	10.9557	0.0	8.5554	4.7459	10.1163	0.0	8.7262	11.2094	5.9812	7.4748	6.2032	11.2842	0.0	9.4417	9.6526	6.4105	8.5638	3.8652	10.8464	8.9737	8.4401	0.0	2.1708	9.2086	0.0	7.219	0.0	0.0	2.5401	6.4899	10.2343	9.9011	13.7415	9.4234	9.551	10.4306	0.0	7.1934	10.1798	4.9436	0.0	8.7861	0.0	0.9074	8.8736	10.1215	7.0338	6.6866	8.9173	7.9046	10.4297	2.0232	2.1708	7.1525	10.4994	0.0	0.0	3.8212	7.8563	8.9068	11.3571	9.7766	9.2804	0.0	14.7318	0.0	3.7758	0.0	9.6836
TCGA-AO-A1KP	8.9763	10.8021	0.0	0.0	0.4132	7.9132	6.2951	8.5198	10.7906	6.8061	2.2164	0.9962	11.2646	4.7115	7.2372	9.2252	1.7316	7.7406	0.0	6.7562	0.0	8.6242	3.2662	0.0	10.8686	4.2407	13.0115	7.6046	4.0226	0.9962	1.218	8.2435	9.5146	9.5748	0.0	6.5673	4.0517	6.1354	4.6931	6.0	14.4926	2.8008	2.7305	10.5767	9.2885	1.4103	0.0	7.2083	6.3204	11.4458	0.4132	10.1212	2.7305	0.0	9.4449	5.8669	9.23	0.0	0.4132	9.2156	8.694	1.5799	9.9673	9.9914	8.8483	4.1083	0.0	7.6338	0.0	6.9999	9.1276	9.2308	5.6649	0.4132	5.5573	2.7305	8.5065	4.2904	0.0	0.4132	3.1631	8.1319	8.9848	8.5635	8.9072	1.5799	10.7375	10.6745	0.9962	9.8358	9.4305	3.315	12.3619	9.2505	8.0585	11.3346	0.0	9.8226	0.4132	8.9142	1.218	10.9959	5.5674	4.2152	0.9962	7.1148	1.8689	8.406	0.4132	3.7655	7.2654	6.6218	0.9962	9.4422	9.3248	10.1281	7.8771	0.4132	10.7358	2.3158	9.344	8.4802	9.164	4.6172	0.0	0.0	0.4132	9.062	6.2717	0.0	9.6648	10.797	0.9962	8.7528	6.6836	8.2374	0.0	9.5729	11.5244	5.1625	4.4077	6.0728	11.7311	0.0	9.8488	11.2044	8.7594	10.0921	1.7316	9.9605	9.5698	7.8441	0.0	0.7339	6.6696	0.0	8.8922	0.0	0.0	1.4103	6.0728	7.5002	10.3062	11.9226	6.3204	9.201	11.2162	0.0	7.3143	9.7231	5.3383	0.0	6.9073	0.0	2.6565	9.1139	11.223	5.9698	4.9414	9.1631	7.0074	12.2831	2.3158	3.4955	7.3475	10.5011	0.0	1.9943	5.2405	9.4484	8.6374	10.8313	10.1648	8.694	0.0	13.7501	0.0	2.8008	0.9962	8.6386
TCGA-E9-A24A	8.8367	13.0234	0.9258	0.0	2.2014	6.5996	7.4702	8.5381	10.2765	5.767	0.3784	2.2014	12.2249	5.6665	7.5854	8.0479	1.6321	7.2324	0.3784	8.2953	0.0	9.6028	5.5138	0.0	10.2057	4.2703	13.2379	7.4133	6.2814	1.7653	0.0	8.9952	9.5019	10.6568	0.3784	8.287	6.2305	6.886	4.6778	7.0904	11.3987	2.8676	6.7599	10.1302	5.9516	3.8276	0.0	7.6363	4.6262	10.9145	0.3784	11.2817	2.4592	0.0	9.9664	3.446	7.5718	0.0	0.3784	9.4335	8.6956	1.6321	9.8906	8.8215	8.4104	1.3218	6.6392	7.2237	0.0	8.1791	8.0165	10.6007	4.897	0.0	4.6608	3.2777	8.9706	3.4057	0.9258	1.4852	5.8872	8.4835	9.5703	8.7964	10.0898	3.8577	10.6849	10.3276	0.0	10.0467	10.7484	5.0221	11.6029	10.2576	8.973	12.6923	0.0	8.4505	6.4738	4.7599	1.3218	12.5231	4.129	4.336	3.3643	8.3937	1.7729	6.2131	0.0	7.2179	8.5229	4.2247	0.678	9.0824	10.7357	10.2966	7.7553	0.0	9.7351	2.2014	0.3784	7.8707	5.9233	2.4592	0.0	0.0	1.1374	10.0973	7.6472	0.0	9.6122	11.0481	0.0	8.7256	6.4884	10.0038	0.0	9.1132	10.5901	5.7492	7.5673	6.8933	11.2264	0.678	9.0196	10.608	6.7519	7.6254	2.4592	11.4704	9.2552	8.3387	0.3784	0.0	10.4161	0.0	7.5787	0.0	0.0	5.4559	6.2247	13.0648	9.7041	11.2617	7.5922	9.3478	9.4285	0.0	8.1505	8.7896	5.4851	0.0	10.5968	0.0	1.8873	7.0287	10.2373	7.1464	8.9087	9.193	9.1982	8.5451	1.1374	0.0	7.4227	10.9423	0.0	0.0	7.3351	7.1706	8.8157	12.1394	9.5274	9.2531	0.0	13.6248	0.0	3.4852	0.678	9.284
TCGA-AR-A1AY	8.1267	12.1404	0.0	0.0	0.0	8.6597	5.8475	8.2641	11.8281	7.2986	0.4514	1.9779	12.442	5.4947	5.9368	7.2234	1.6801	7.4032	0.4514	10.4783	0.0	9.8174	4.162	0.0	10.6171	3.4967	13.1842	7.3094	5.4469	6.233	0.4514	7.7667	9.1827	9.3529	0.0	5.5747	7.9277	8.7892	7.5659	7.6315	10.4596	2.4353	3.5429	10.8663	5.971	4.5264	0.0	5.0588	3.9032	9.9779	0.0	11.957	2.9285	0.0	10.5708	5.252	6.6987	0.0	1.5044	9.1855	8.7923	0.7948	9.4581	8.5366	8.3478	1.3043	2.1066	9.7961	0.0	5.9878	9.5275	9.7979	3.8673	2.5301	3.9032	2.2247	10.0316	0.0	5.0429	2.9965	4.817	8.8861	8.8818	8.3736	10.2366	2.9965	11.6737	10.0601	0.0	9.4919	10.719	4.2482	12.3079	9.9167	7.8654	12.6713	0.0	9.5859	0.0	4.3029	6.1533	10.8494	3.754	3.1236	6.3992	8.2998	1.8367	3.7142	1.0719	6.2045	7.2198	6.0126	0.0	9.599	8.2998	9.5742	8.3958	0.0	9.9879	0.7948	0.4514	9.381	7.2127	3.8305	0.0	0.0	9.266	9.4425	7.9255	0.0	10.3882	10.9453	2.6191	9.4086	2.7029	10.147	0.0	10.2527	10.0906	6.6254	7.4494	5.7125	9.9998	0.0	10.2833	11.2958	6.8209	10.0487	1.0719	11.1777	10.2282	7.6127	0.0	9.8026	8.1418	0.4707	6.2117	0.0	0.0	1.9779	2.9965	9.6781	9.5859	11.8456	8.3462	8.0082	8.4799	0.0	5.2381	8.0508	3.0615	0.0	7.6606	0.0	3.2404	6.9806	10.4161	6.4547	6.1458	10.0572	8.9105	7.5377	4.5492	0.4514	7.6561	11.3386	0.0	0.0	4.1015	7.6789	8.8394	8.9028	9.6993	8.8883	0.0	14.9401	0.0	2.8572	1.6801	10.4615
TCGA-EW-A1IY	7.5979	13.0921	0.0	0.0	2.9584	5.7934	6.0788	8.8325	11.0365	7.1615	2.133	3.7152	11.8838	5.5282	8.1077	8.1384	1.2696	7.2583	0.3586	7.841	0.0	10.3457	6.0607	0.0	9.6693	5.4559	13.8253	6.2491	7.1276	1.09	1.9343	8.8009	9.9189	9.9323	1.2696	7.179	6.2544	5.7025	3.8053	8.4245	11.3212	3.9703	5.0881	9.6431	7.4239	3.6191	0.0	8.6591	5.4466	10.4766	0.6456	11.2651	3.6519	0.0	11.7829	5.858	8.4688	0.0	0.3586	8.7574	7.9989	5.2679	9.4188	9.0865	8.1297	2.037	7.54	8.5361	0.0	8.7422	8.8343	10.5821	4.0213	0.6456	7.466	2.2229	9.5904	3.0098	1.2696	2.8496	8.9292	8.4126	9.5366	9.143	9.7883	3.0098	10.8299	11.4767	0.0	9.9139	9.7809	4.91	11.5904	9.9875	8.1224	12.4878	0.0	8.3073	0.6456	7.4843	2.9584	11.3155	1.7038	4.3355	5.7712	7.6146	1.4293	9.1147	0.0	5.6947	9.5849	4.989	0.3586	10.0568	10.0473	10.6734	7.4614	0.8848	10.1614	2.2229	7.193	8.3428	6.8839	2.6694	0.0	0.0	1.09	9.7209	7.1706	0.0	9.7529	11.2994	0.0	7.4215	7.6954	8.1308	0.0	9.1402	11.5156	5.9983	8.5973	6.5346	11.0314	0.0	10.3825	12.2464	6.8631	8.8988	5.1119	11.2488	9.5796	8.2602	0.3586	0.8848	10.9159	0.0	7.9487	0.0	0.0	2.905	5.8995	11.0069	10.7474	10.1167	7.8674	9.8043	9.4839	0.0	5.4925	9.2599	6.2861	0.0	10.4472	0.0	2.2229	7.8087	11.0033	6.3523	6.5906	10.5488	9.2337	8.653	7.2636	0.8848	6.8692	10.7052	0.0	1.573	7.3535	7.9602	8.3085	11.4226	9.0745	9.6431	0.0	14.0243	1.573	2.905	1.09	9.0955
TCGA-BH-A18N	9.5149	11.7771	0.0	0.4257	0.0	10.0363	5.8138	8.3024	10.4935	5.2016	1.4414	1.0211	12.2204	7.3934	5.224	8.3195	0.7539	7.0379	0.0	7.7142	0.0	9.0115	4.0089	0.0	11.0159	4.2877	12.2731	7.4283	5.0255	0.4257	2.3556	8.7607	10.3721	10.5434	0.0	6.8403	5.5329	7.9224	3.4976	6.7604	9.4911	2.4492	3.5827	10.7087	8.6331	4.5637	0.0	9.6597	5.2372	9.613	0.4257	11.0825	2.62	0.0	9.1976	3.9779	9.8156	0.4257	0.0	9.4765	9.2301	0.4257	9.7589	8.643	7.5574	1.0211	3.0959	6.6365	0.0	7.996	8.7732	9.6983	7.6065	0.4257	5.7782	0.0	6.9814	3.4072	1.0211	1.2465	2.4492	8.3349	8.8822	8.0898	9.4979	2.3556	9.378	9.7389	0.0	10.2538	8.879	4.3375	12.235	9.9618	8.6168	11.2643	0.7539	9.755	0.0	7.0677	0.7539	9.4814	4.2621	5.4895	1.0211	7.9285	2.0316	8.78	0.7539	6.6365	7.7742	4.0089	0.0	9.3365	9.4703	9.2578	9.0362	0.0	10.0822	1.0211	6.0711	9.5378	8.1204	3.0959	0.4257	0.4439	0.7539	9.8265	6.8954	0.0	8.7423	10.7656	0.7539	8.4848	6.7187	11.0817	0.0	8.8145	10.7322	5.7416	5.0556	6.7187	10.8846	0.0	8.8112	9.6219	8.5443	9.7856	2.2555	10.8864	8.9815	9.0057	0.4257	0.0	8.3577	0.0	7.7832	0.0	0.0	4.7953	7.4984	10.6375	9.0827	13.2298	6.0784	9.257	10.8439	0.0	10.7859	9.592	6.0338	0.0	8.8674	0.0	1.9051	9.0096	10.6831	6.7965	8.8056	9.1196	8.4038	8.2976	1.6131	4.2621	7.9347	11.0318	0.0	0.0	4.0692	8.6893	9.5257	10.9586	10.6582	9.2619	0.0	12.8802	0.0	1.0211	0.0	9.6634
TCGA-D8-A27L	9.3287	12.3601	0.3457	0.0	3.7502	7.2718	6.0964	8.5957	11.3235	5.5967	2.9578	1.8906	12.5	6.1634	8.1782	8.1956	0.6244	6.8556	1.7811	9.8315	0.0	9.7862	6.5937	0.0	10.3642	7.0743	12.8416	7.2229	7.2514	1.9923	3.1896	8.9706	10.7312	11.5431	0.0	7.4521	5.8946	7.3959	3.9655	7.1562	11.3969	3.5645	4.5022	10.3156	7.1395	5.841	0.0	10.8244	5.3217	9.661	0.8578	11.4199	2.4148	0.0	12.0617	5.2618	8.1232	0.3457	0.6244	10.3466	9.3184	2.9578	9.9135	8.3218	8.0631	2.7412	2.7412	6.8923	0.0	8.3544	8.8136	10.324	6.3183	1.6628	6.3521	1.7811	8.8121	2.7985	0.8578	2.4863	6.699	8.3243	9.2281	8.5723	10.1465	3.9146	9.784	10.0141	0.0	9.9038	10.1165	5.8747	11.7876	9.7024	8.5947	12.233	0.3457	9.075	0.0	8.3991	4.4673	12.8118	4.1747	5.5305	4.866	8.3071	1.756	9.4307	1.6628	6.9408	9.8447	3.7208	1.0587	9.9204	9.6492	10.1795	8.7829	0.8578	9.8185	1.5338	7.4765	9.1276	7.2411	4.9186	0.0	0.3457	3.5311	10.1109	7.7367	0.0	8.6167	10.9646	0.3457	7.9758	5.8273	10.5813	0.0	8.9792	10.6623	6.1078	8.8454	7.0656	10.8054	0.0	9.8133	10.0156	7.5492	10.3261	5.4612	10.9233	8.9255	8.0573	0.6244	2.2603	9.7353	0.4177	7.0685	0.3457	0.0	2.4863	7.8255	10.8437	10.0042	12.7717	8.842	9.1865	10.5787	0.0	9.2137	8.8154	4.9315	0.0	10.0012	0.3457	3.055	8.5243	10.269	6.6178	7.024	9.0772	9.2686	8.9231	1.0587	2.3396	7.619	11.1524	0.0	2.2603	5.9141	8.6724	9.5867	11.7576	10.2425	8.9698	0.8578	14.0434	1.5338	3.055	1.2351	10.1077
TCGA-E2-A14X	7.0286	10.8859	0.0	0.0	6.2834	5.2268	5.3474	8.4147	10.5578	6.9889	0.8064	5.3639	12.1379	6.386	4.856	7.5564	0.0	7.9257	0.0	9.9605	0.0	10.2685	5.0855	0.0	9.6395	7.0064	12.7841	8.2787	5.4326	10.3031	1.4581	9.8536	9.7686	9.8886	1.552	7.5697	6.8867	8.2248	5.8683	6.5831	9.3604	2.9524	5.7728	10.8343	6.7891	2.2463	0.0	8.8324	7.4305	10.1675	0.0	11.3551	2.9524	0.0	10.4071	5.5449	9.3527	0.0	2.3203	10.7169	8.2694	4.7395	9.5343	8.5293	8.4105	1.8059	5.1579	8.6695	0.0	5.8867	9.7207	11.1206	5.4818	1.699	0.0	0.3215	10.4055	0.8064	0.3215	0.3215	7.3445	8.6615	8.6555	8.6071	10.3618	4.3018	11.2839	11.0917	0.0	11.0561	8.4116	5.1977	11.7156	9.2787	8.7318	11.9233	0.0	9.4174	0.0	5.373	4.0641	9.1884	3.2835	4.2269	5.5754	7.8621	0.8064	3.0856	0.0	5.8309	7.9895	2.8562	0.0	10.1136	9.5433	9.6485	8.4073	0.3215	11.7686	0.5843	0.3215	9.3886	6.1012	3.726	0.0	0.0	3.2461	10.113	8.2868	0.0	9.6282	11.3755	0.3215	8.834	6.3773	10.4963	0.0	10.416	10.6514	7.1426	7.1528	6.8528	10.8718	0.0	8.8497	9.9962	7.4553	7.4998	2.4577	9.3108	9.5564	9.2007	0.0	1.699	10.2077	0.0	7.1976	0.0	0.0	0.8064	6.2074	10.0664	10.2583	12.5623	9.7528	9.3034	9.2393	0.0	5.0092	9.6579	6.1426	0.0	9.2971	0.0	3.7794	8.7948	10.9281	6.2316	7.5828	11.6238	10.2001	8.0008	0.999	0.5843	6.9701	10.9698	0.0	0.0	6.445	6.8053	8.3762	10.6382	9.5913	8.898	0.0	13.076	0.8064	5.2172	0.0	10.7665
TCGA-D8-A27E	9.5694	12.5698	1.2868	0.0	3.0852	7.2953	6.155	8.4212	10.3849	3.8453	1.5925	3.0852	12.6879	5.6341	3.4317	7.7362	1.1055	7.2979	0.0	8.5443	0.0	8.5914	3.9447	0.0	10.3951	3.18	12.559	7.385	5.4277	3.3927	0.0	8.9675	10.5597	10.6506	0.0	6.9095	5.9076	8.1781	3.7109	6.5723	11.8384	1.9559	5.4563	10.546	5.8367	5.0553	0.0	6.401	6.351	9.2595	4.3014	11.4391	3.3526	0.8983	10.5184	6.9637	10.4676	0.0	1.2868	9.1112	9.4002	2.0592	10.3958	8.2639	8.2774	1.5925	4.9517	5.2425	0.3651	7.2109	9.0623	10.4472	5.1045	0.0	7.3006	0.0	8.3313	1.724	0.3651	0.6562	5.9686	7.8576	9.1912	8.0533	9.9502	3.3927	9.6799	10.3961	0.0	10.896	10.094	6.6612	12.3153	9.976	8.5653	13.7611	0.0	7.9989	0.8983	5.5831	0.8983	10.0022	4.3632	5.7698	2.4112	9.8743	1.1055	4.6547	0.6562	3.3113	7.7166	3.3526	0.6562	9.2602	11.2041	9.621	8.7809	0.0	9.7994	0.6562	3.0354	9.1187	4.5522	2.331	0.0	0.0	0.0	10.4156	8.1501	0.0	9.0459	11.2948	0.0	8.5849	6.7488	10.1297	0.0	9.0189	11.0164	5.9752	5.5391	8.0595	11.0872	0.0	7.4506	10.4984	8.551	8.8061	3.6788	9.7611	9.1059	10.6951	0.0	0.0	9.0173	0.0	7.2081	0.0	0.0	6.7603	6.9999	11.2236	9.1957	11.9651	7.8121	9.4503	9.4727	0.0	10.5848	8.0454	4.897	0.0	9.4294	0.0	2.1556	9.5057	10.2515	6.7449	6.2289	8.7181	8.0964	7.6705	5.6754	1.4477	7.0599	10.7422	0.0	0.0	5.962	7.2193	9.0277	11.6511	9.9756	9.1722	0.0	11.4835	0.0	5.3069	0.0	9.43
TCGA-A8-A06O	9.2098	11.223	0.4221	0.0	2.6086	3.1405	6.0051	7.7719	10.626	7.2866	2.7611	1.3194	12.6263	6.5411	6.0502	7.6231	0.4221	7.3258	1.6039	8.9027	0.0	8.6527	5.2755	0.0	9.7728	6.774	12.3404	7.5569	6.2111	1.8951	0.4221	8.3945	10.4076	10.6132	0.7484	6.1911	7.5569	8.5729	5.8351	8.5917	10.5841	3.0248	6.4874	11.2949	9.4091	2.7611	0.0	6.7238	4.8686	11.0278	0.0	11.0638	4.8517	0.0	10.8189	6.2308	11.3194	0.0	0.0	10.3282	8.9873	1.7568	10.8368	8.7263	6.7695	0.7484	6.2695	8.6119	0.4221	8.1847	9.6343	10.2102	7.8924	0.0	1.0142	1.2386	9.1324	2.2447	0.0	1.6039	5.5302	7.7538	8.9946	9.0826	10.2152	4.3245	10.4486	11.2976	0.0	11.1381	8.69	4.0265	11.7294	10.2726	8.0561	12.3921	0.504	9.3621	0.0	4.3488	2.6868	10.4514	3.3474	4.8346	5.2239	7.2278	2.2447	4.6121	0.4221	6.4983	8.1998	7.1539	2.2447	9.8047	8.9216	9.9945	8.6876	0.0	11.2709	1.6039	7.0243	9.2974	5.237	5.7827	0.0	0.0	0.4221	10.6448	8.0925	0.7484	9.9109	11.3442	0.4221	9.9673	3.689	10.0785	0.0	9.1601	10.3374	5.3253	6.9107	6.3855	11.528	0.0	8.1419	13.1064	5.572	6.9627	1.6039	10.0957	9.0925	8.4545	0.4221	2.8989	9.4615	0.0	6.9469	0.0	0.0	2.9632	7.5776	10.1653	9.1872	15.0975	8.8537	9.0264	7.338	0.4221	7.4957	10.9185	4.5714	0.0	9.7714	0.0	2.0213	10.6775	11.9987	7.2601	6.7377	7.7123	9.2048	8.8862	2.8316	2.8316	7.3877	10.7857	0.0	1.2386	5.8004	5.237	8.5505	10.7054	10.1223	9.4843	0.0	13.1393	0.0	2.8316	0.4221	10.2821
TCGA-A8-A09M	9.4677	10.7442	0.7751	0.0	4.1469	3.6709	6.3094	7.3121	11.5395	5.8411	0.439	2.1879	12.281	6.0693	5.5288	7.6929	1.648	6.6875	0.0	7.7678	0.0	6.5736	4.1469	0.0	10.3146	4.8976	12.118	6.8431	4.3618	1.4742	1.2766	9.615	11.2373	11.065	0.439	6.0227	4.8803	8.1838	3.7106	5.7736	10.9789	1.4742	5.2609	9.8483	9.4771	1.0475	0.0	7.9717	6.4961	10.3366	1.2766	10.8123	3.8237	0.0	10.4641	6.1937	9.0639	1.0475	0.0	9.8731	9.3523	3.7493	11.0879	7.8073	8.1174	3.63	7.645	7.9737	0.0	7.9758	9.0999	11.1227	6.9129	0.0	1.8031	0.0	9.1849	6.934	1.0475	1.4742	7.3056	7.4651	8.8091	8.3678	9.6084	5.0602	10.0053	11.0308	0.0	10.7738	8.474	3.787	12.0588	9.3895	7.996	9.6492	0.439	9.7634	0.0	5.4251	0.7751	10.9602	3.9285	5.2339	3.4539	7.3408	0.0	5.0448	0.0	3.6709	9.3926	4.8271	0.7751	9.4093	9.5056	10.1473	9.0151	0.0	10.7279	0.0	8.3771	8.8064	8.3156	3.63	0.0	0.0	0.0	10.1564	7.1189	1.9431	9.6306	10.911	0.0	9.8082	5.1056	10.2724	0.0	9.1905	11.2111	5.0133	5.1205	6.0148	11.1902	0.0	7.9614	11.9558	7.5741	7.4534	2.3972	10.3707	9.9648	9.5872	0.0	1.4742	10.0878	0.0	7.627	0.0	0.0	3.8944	10.0892	11.4627	8.8425	14.3304	8.2797	8.9092	10.3346	0.0	8.1006	10.2167	5.0907	0.0	10.0745	0.0	2.1879	9.7546	9.2708	6.1438	7.8073	9.1495	10.2939	10.0108	0.0	4.5043	7.2329	10.2171	0.0	0.0	6.7744	8.5167	8.8087	10.0544	10.1976	10.3896	0.0	12.984	0.0	1.9431	0.0	10.5678
