feature
RTN4RL2
RBM14
SPN
NACAP1
GRIN1
DHX9
NUP98
XPC
GRINA
LRRTM2
NUP93
HAP1
RAB40B
COL7A1
FAM183A
PHLDA2
FBXL13
FBXL16
FAM116B
GRP
COL4A3
COL4A1
ZNF879
CHST3
ITGAX
SNORD115-17
LIPG
ITGAV
FAM134A
LRPAP1
ARTN
MGC57346
SIPA1
CCDC114
CCDC112
ATP1A3
MGRN1
TCP1
CRTAP
CUEDC1
CPEB4
CPEB1
ZNF780B
ZNF41
FBRS
SLC27A4
CNTF
SP4
ATG4B
ATG4A
THUMPD2
PHOX2B
MGC4473
AAGAB
C3orf77
C3orf72
C3orf70
AAA1
RFX4
NRXN3
SNORD104
NLRP13
PAPLN
ADNP
STXBP6
TBL1Y
OR1Q1
TMEM127
VPS37B
TTC7A
UQCRHL
IGFBP4
KDM3B
STK17A
KDM3A
EIF2B4
PRKAR2A
SLC36A4
IFT140
SOX6
KRTAP2-1
ASGR2
FOXL2
DDIT4
AKR1B15
SPATA16
DAAM2
C17orf102
WSCD2
ACSS3
MLL3
VEGFB
GNG11
TRIM24
LRFN2
DAGLB
HILS1
PTPRB
NUDT11
MBD2
ZNF280C
UNC119B
LOC285954
DSG4
FAM190A
FAM122A
OR4D10
NAP1L4
RASSF9
B3GALTL
ING3
EEF1E1
RERG
PUS3
PHYHD1
SLC39A6
PPEF1
TSPAN6
HORMAD1
GFRA1
NAP1L2
LY96
ZNF69
HERC5
LOC554202
?|728045
ESRRG
ZNF532
AASDHPPT
RBKS
LOC641298
CD5L
KCNH7
NUDT5
COL16A1
RABL2B
SESN3
LOC650368
STRC
STARD3
ZBTB43
SHC3
PADI4
ZBTB41
ANXA7
DDX31
CARS2
PPP1R12C
TMEM39A
PRKG2
DNAH9
ACSM2A
CHMP1B
CHAF1A
GPSM1
HSH2D
HSPA12B
BHLHE22
WDR4
CAPNS1
RAD23A
SSBP4
C2orf72
SPINT2
C8orf76
UCK2
CYP4F2
ZBTB33
LSM14B
OTUB2
LHFPL4
WDR61
MADCAM1
RBP7
CHTF8
ACO2
ZNF629
COMMD7
RNASE12
GRID1
PRODH
TMED10
STX18
OLFM2
LRRC8E
SYNRG
CENPE
OR13C9
C19orf48
ST14
SNX5
RMND1
HIC1
CIZ1
HTR3C
ITIH4
STX5
MYL9
PPP2R5E
PLCZ1
