case_id	MIMAT0000765	MIMAT0000762	MIMAT0002891	MIMAT0002890	MIMAT0026736	MIMAT0026734	MIMAT0024598	MIMAT0004808	MIMAT0004485	MIMAT0004482	MIMAT0022709	MIMAT0022833	MIMAT0022834	MIMAT0003260	MIMAT0003266	MIMAT0003284	MIMAT0019696	MIMAT0019693	MIMAT0004983	MIMAT0015020	MIMAT0019873	MIMAT0019871	MIMAT0000710	MIMAT0027587	MIMAT0026720	MIMAT0000448	MIMAT0000449	MIMAT0000444	MIMAT0000445	MIMAT0000446	MIMAT0000441	MIMAT0000443	MIMAT0026618	MIMAT0004497	MIMAT0004496	MIMAT0026477	MIMAT0004494	MIMAT0026472	MIMAT0026479	MIMAT0004499	MIMAT0004498	MIMAT0019202	MIMAT0015003	MIMAT0022287	MIMAT0001541	MIMAT0019845	MIMAT0019841	MIMAT0000459	MIMAT0000458	MIMAT0000457	MIMAT0000456	MIMAT0000455	MIMAT0000453	MIMAT0000452	MIMAT0000451	MIMAT0000450	MIMAT0019219	MIMAT0019211	MIMAT0019210	MIMAT0004805	MIMAT0022724	MIMAT0022726	MIMAT0004484	MIMAT0027345	MIMAT0018078	MIMAT0018071	MIMAT0019983	MIMAT0019981	MIMAT0018107	MIMAT0005879	MIMAT0019856	MIMAT0015031	MIMAT0000736	MIMAT0000732	MIMAT0000733	MIMAT0000738	MIMAT0010251	MIMAT0002826	MIMAT0002827	MIMAT0002821	MIMAT0027690	MIMAT0027458	MIMAT0027459	MIMAT0027678	MIMAT0027672	MIMAT0019222	MIMAT0019228	MIMAT0015042	MIMAT0003385	MIMAT0003164	MIMAT0019717	MIMAT0004918	MIMAT0000104	MIMAT0019884	MIMAT0000723	MIMAT0000722	MIMAT0002838	MIMAT0027686	MIMAT0027666	MIMAT0009206	MIMAT0009203	MIMAT0003880	MIMAT0004607	MIMAT0004604	MIMAT0004605	MIMAT0004602	MIMAT0004511	MIMAT0004517	MIMAT0018121	MIMAT0019898	MIMAT0005926	MIMAT0005921	MIMAT0021043	MIMAT0000264	MIMAT0000265	MIMAT0000266	MIMAT0000261	MIMAT0000269	MIMAT0027654	MIMAT0025858	MIMAT0000066	MIMAT0000067	MIMAT0000064	MIMAT0000065	MIMAT0000062	MIMAT0000068	MIMAT0004610	MIMAT0004613	MIMAT0004612	MIMAT0004614	MIMAT0000089	MIMAT0000084	MIMAT0000082	MIMAT0004505	MIMAT0014977	MIMAT0019788	MIMAT0030428	MIMAT0019772	MIMAT0030427	MIMAT0007400	MIMAT0019958	MIMAT0000273	MIMAT0000272	MIMAT0018082	MIMAT0000097	MIMAT0019942	MIMAT0019948	MIMAT0025476	MIMAT0028225	MIMAT0000243	MIMAT0004560	MIMAT0003325	MIMAT0015083	MIMAT0005827	MIMAT0002882	MIMAT0002873	MIMAT0027531	MIMAT0027530	MIMAT0005573	MIMAT0004551	MIMAT0004798	MIMAT0000682	MIMAT0000228	MIMAT0027503	MIMAT0015060	MIMAT0019916	MIMAT0018203	MIMAT0027512	MIMAT0027355	MIMAT0003315	MIMAT0026636	MIMAT0006764	MIMAT0019836	MIMAT0019908	MIMAT0019904	MIMAT0027562	MIMAT0026765	MIMAT0025465	MIMAT0019795	MIMAT0027663	MIMAT0019934	MIMAT0027370	MIMAT0027372	MIMAT0027378	MIMAT0027393	MIMAT0004687	MIMAT0003241	MIMAT0019780	MIMAT0023702	MIMAT0016903	MIMAT0027432	MIMAT0019921	MIMAT0019923	MIMAT0027497	MIMAT0019079	MIMAT0004907	MIMAT0014990	MIMAT0015022	MIMAT0015026	MIMAT0003298
TCGA-BH-A1F5	2.64506255972	5.77781968912	0.524	1.46030496956	0.0	0.0	0.524	7.29775042526	4.57119859854	5.36774485751	0.524	1.67343455255	6.49723137729	1.6734	1.859	1.67333972915	1.46030496956	0.0	3.28667871314	1.21021971702	1.67341290001	0.524	6.49723137729	0.9075	3.00120501918	4.96427364029	5.98152705274	7.22783280306	11.2216710609	8.57741014789	7.7782640195	11.0623626536	0.0	5.33677340822	2.74265167144	2.54035385306	10.58492865	4.37200528851	0.524	3.77613107097	0.524	0.524	0.0	2.02341374683	1.21021971702	0.0	2.7426189365	4.40221417901	2.64504174158	1.21021971702	8.35622367925	5.45669157977	0.524	1.6734	8.16256350018	8.66719286826	0.0	0.524	0.0	0.0	0.0	2.54030062398	8.33093415107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.524	0.0	4.10462216181	5.80066294605	8.37157584927	0.524	0.0	0.0	0.0	5.38293944692	0.0	0.524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.35014793284	0.0	0.0	1.859	0.0	0.0	0.0	0.0	0.0	2.17096644575	0.0	7.83470611705	0.0	1.85895868218	1.46037247554	0.0	0.0	0.0	0.0	0.0	0.0	14.0849262364	1.21027015116	10.5675226125	14.2992010205	1.67337202781	1.21021971702	0.0	9.99940000792	12.6031344799	10.0073689017	7.27342778473	14.6648992086	6.37319272244	0.0	1.21021971702	0.524	8.98279453083	0.907562208616	9.69695810601	10.3475607768	0.524	0.0	0.0	0.0	0.0	0.0	0.0	0.524	0.0	2.54029569302	0.524	8.9110829824	0.0	0.0	0.0	0.0	15.5369670085	1.21027015116	0.0	0.0	0.0	0.0	1.21027015116	0.0	0.0	0.0	4.34118338716	0.524	9.20994723821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.524	0.0	0.0	0.907562208616	0.0	0.524	0.0	0.524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.37204040224	0.524	0.0	0.0	0.0	0.0	0.0	0.524	0.0	0.0	3.41066902682	0.0	0.0	2.42739898106
TCGA-AQ-A0Y5	2.63061111388	3.58911203168	0.0	1.55940233683	0.0	0.0	0.0	8.81020489273	3.58909163843	3.5891	0.0	0.7217	6.13861229013	0.0	2.90517435274	1.84657007179	0.0	0.7217	0.0	0.0	0.7217	0.0	6.13861229013	0.7217	0.0	5.00704971165	5.19776863463	5.24790732889	8.03303977841	10.0458470699	11.541882879	9.222852134	0.0	2.77440588577	0.0	3.23857248138	13.006139638	3.42442150434	1.20053465567	1.2005	0.0	0.0	0.0	1.2005	1.20053465567	0.0	0.0	4.78727568296	1.20053465567	0.0	5.51687687737	5.19770081048	1.55940233683	1.5594	5.29635050486	5.17198270783	0.0	0.0	0.0	0.0	0.0	0.0	6.65767398093	0.0	0.0	2.29119969651	0.0	0.0	0.0	0.0	0.0	0.0	5.14575779626	5.795	10.4827468179	0.7217	0.0	0.0	0.0	5.00705983902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.00708677676	0.0	0.0	2.2912	0.0	0.0	0.0	0.0	0.0	1.84656815674	0.0	5.90852102725	0.0	2.29119969651	0.7217	0.0	0.0	0.0	0.0	0.0	0.0	13.1902777837	0.7217	8.64458101236	13.8335064938	1.20053465567	0.0	0.0	9.5987251494	12.4965040774	11.8536263398	5.72594622493	14.5436626147	6.26574967728	0.0	0.7217	0.0	10.3627226679	0.0	9.11889014284	9.85381032423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7217	0.7217	0.0	10.5177036654	0.0	0.0	0.0	0.0	14.343361789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.84657007179	0.0	6.48023506547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.84654792574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.02506252663	0.0	0.0	0.7217
TCGA-GI-A2C8	2.44074962254	3.35039960731	0.1179	1.75914288201	0.0	0.1179	0.328218886571	6.76376025026	3.27620138451	4.90087261157	0.2269	0.1179	5.49844766256	1.72238573371	2.81709730032	0.328218886571	0.226888641269	0.1179	0.953727287401	0.226888641269	0.1179	0.0	5.49844766256	1.89747930367	0.674673225927	3.58348044108	5.85123307355	6.58842520786	10.0887332639	9.73009030329	6.54034213264	9.70000626519	0.0	3.11533453651	1.38863777237	1.89750861485	11.7694360249	4.39351353974	0.422916543609	0.3283	0.0	0.422972673519	0.1179	2.7818487757	0.1179	0.0	0.1179	2.19451377919	1.29157288173	0.5956	6.64964491257	5.67721609836	0.511751363436	1.68462917742	7.03973482575	5.20062918506	0.1179	0.1179	0.0	0.511822787645	0.0	1.56512911572	8.10608110961	0.0	0.0	0.1179	0.0	0.0	0.422906627923	0.0	0.1179	0.2269	4.87179962697	7.56411286766	9.91074337835	0.1179	0.0	0.0	0.0	4.35193243919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.37657584999	0.423	0.0	2.70848038201	0.0	0.0	0.0	0.0	0.1179	1.18754925916	0.0	7.83398418632	0.0	2.54970424601	1.83001021937	0.0	0.0	0.0	0.0	0.0	0.0	8.36091924719	1.2405087533	4.76737895093	12.8399132569	1.89753650807	0.328218886571	0.0	10.88946966	13.8325583493	11.7325125239	6.638622085	15.0584632578	6.31350303235	0.953791916545	0.0	0.0	8.05704076274	1.01584417406	9.28202176995	10.8423085554	0.2269	0.0	0.0	0.0	0.1179	0.0	0.226888641269	0.1179	0.0	2.34729399631	0.0	9.50069753305	0.0	0.595508162785	0.0	0.0	14.0886027196	0.3283	0.0	0.0	0.0	0.0	0.674659724239	0.0	0.0	0.0	1.68458324385	0.0	1.13257648134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0158193894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.328229474877	0.0	1.2405262919	0.0	0.0	0.0	0.0	0.0	0.0	0.1179	0.0	0.2269	3.32609971698	0.1179	0.0	0.595508162785
TCGA-EW-A2FW	3.29733420591	4.694850741	0.659063223512	2.49379380696	0.1951	1.10976309978	0.52045798291	9.27179601323	4.67049742851	7.48549250752	0.1951	1.29145691783	5.48749339465	4.08105505649	3.5139418285	1.85032601148	1.37435243347	0.785676093854	3.14034556729	1.72959132275	1.00954205607	0.1951	5.48749339465	1.37431577428	0.785676093854	5.13604926258	4.88359087549	8.29591474365	12.8862502823	9.54435613484	6.30431998208	10.3021878164	0.1951	4.21074152202	3.16387868126	2.88162190356	10.8262930746	4.54187230626	0.65909933483	1.29139535717	2.16175038542	0.0	0.52045798291	2.16173799683	0.659063223512	0.1951	1.52703862752	5.05043847572	1.85027234233	1.2034568747	7.45245141426	5.53783506524	1.66521647078	2.60094184339	8.70760969527	8.31111951194	0.7856	0.5203	0.1951	1.66519309062	0.0	3.65322013949	9.0794417	0.0	0.0	0.65909933483	0.0	0.1951	0.1951	0.0	0.0	0.0	4.86216107724	7.45367717994	9.75138852668	0.0	0.0	0.0	0.0	5.80017401427	0.0	0.1951	0.0	0.0	0.0	0.0	0.0	0.0	0.1951	0.0	0.0	0.0	5.93260296354	0.0	0.0	3.43880344936	0.0	0.0	0.0	0.0	0.1951	3.14034397989	0.0	9.00782700817	0.1951	3.51387812579	1.37437483352	0.3669315014	0.0	0.0	0.0	0.0	0.0	12.283694372	0.901967494954	7.07119571099	11.3601944881	2.60093221168	0.90200717743	0.0	10.8205836445	13.0757506793	10.9215428321	7.74599385609	16.11499637	7.98487352544	1.85034097848	1.00959848312	0.52045798291	9.7485273263	1.79125897768	10.3781067804	10.7952143198	1.20346269871	0.0	0.0	0.0	0.1951	0.0	0.1951	0.3669315014	0.3668	2.5303213261	0.0	8.79999665844	0.0	0.0	0.0	0.0	16.3484502489	0.520339757099	0.0	0.0	0.0	0.0	0.1951	0.6591	0.3669315014	0.0	2.99077667065	0.0	7.82552346597	0.0	0.0	0.0	0.0	0.1951	0.0	0.0	0.0	0.0	0.901947505495	0.0	0.0	0.0	0.0	0.901967494954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7649802115	0.0	0.0	0.0	0.0	0.0	0.0	0.520339757099	0.0	0.0	2.16169014187	0.0	0.0	4.23314697014
TCGA-C8-A1HO	5.51566179321	4.34134546753	2.63830998547	1.85321592994	0.0	0.9854	0.725368103109	5.88606694939	5.44169630657	7.8916795902	0.725368103109	1.71654108939	8.70547721816	3.87959095913	2.71207862061	2.39127708542	3.14388745314	0.4078	2.63832627032	0.4078	2.19939564939	0.7253	8.70547721816	0.985431643169	1.8532817713	5.82085622126	6.60037716546	8.88067846571	12.2845584639	8.05114915915	14.7245082268	11.6669332831	0.0	5.19387931425	1.8532032138	3.67337578342	10.380835033	5.55626044526	0.4078	4.47449655649	1.71654812698	0.0	0.725368103109	0.985431643169	2.19942717612	0.725368103109	4.49556883641	5.43080123176	3.43280812068	1.97806435989	9.71219285656	6.12761572971	0.0	2.84920294488	8.65610489923	9.8151784216	0.9854	1.3968	0.4078	1.8532032138	0.0	5.26912779273	8.89555112969	0.0	0.0	0.9854	0.0	0.0	0.0	0.0	0.0	0.4078	3.87958270475	4.98658648551	7.81420125113	0.0	0.0	0.0	0.0	5.44167985617	0.0	0.4078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.69438698578	0.0	0.0	2.63832540841	0.0	0.0	0.0	0.0	0.7253	3.24676624479	0.0	8.58427360013	0.4078	3.14393337894	2.84919707066	0.0	0.0	0.0	0.0	0.4078	0.0	10.5909222696	0.725368103109	6.68067268555	14.9581883495	4.05990678346	0.4078	0.0	11.4548572361	13.7939008206	11.6046071153	8.96984056047	16.1386423169	7.81423735885	2.29855405087	2.19940928999	0.985431643169	8.5393741331	2.19940693155	10.3465116776	11.9652716799	1.2057	0.0	0.0	0.0	0.985431643169	0.0	0.4078	0.4078	0.0	3.91125773599	0.0	9.54498675547	0.0	0.9854	0.0	0.0	15.6786930041	2.63831889106	0.0	0.4078	0.0	0.0	0.985488510285	0.0	0.0	0.4078	3.78017660525	0.0	10.3878490227	0.0	0.0	0.0	0.0	0.4078	0.0	0.0	0.0	0.0	2.19944136822	0.0	0.0	0.0	0.0	0.7253	0.0	0.0	0.0	0.0	0.4078	0.0	0.0	0.0	0.0	4.53674243793	0.0	0.0	0.0	0.0	0.0	0.0	0.9854	0.0	0.0	4.55692511536	0.0	0.0	3.87959808386
TCGA-C8-A1HI	5.41366586484	3.84853430872	0.77020230382	1.4666373443	0.0	0.0	0.4359	7.66882229633	4.42362961747	6.28362743914	0.4359	1.26970413076	7.33862433216	1.93441661564	3.07173967015	1.79468444532	1.93437920945	0.0	3.0099558344	0.77020230382	0.4359	0.4359	7.34176504474	0.4359	0.0	5.24947907475	5.31489188885	7.95584458362	11.2970295685	8.26801487589	12.5614282006	10.315690038	0.0	4.39968102826	1.26963907145	2.73216090504	12.5155744337	5.46069510731	0.0	3.39569187315	0.4359	0.7702	1.04142760876	1.46668907468	2.38765008179	0.4359	0.77020230382	4.92027128273	1.79467747992	1.63998245977	8.29253902308	5.12376521406	1.04142569978	3.00990455914	7.40317796896	9.33820385943	0.77020230382	0.0	0.0	1.79467574169	0.0	2.9453229858	8.26966511785	0.0	0.0	1.04142760876	0.0	0.0	0.0	0.0	0.0	0.0	4.37537338817	5.60356700726	8.9713272536	1.26970413076	0.0	0.0	0.0	3.29560499109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4359	0.0	4.58074967327	0.0	0.0	2.17880361781	0.0	0.0	0.0	0.0	1.934385532	2.06177752616	0.0	8.42283934208	0.0	2.28702778035	2.06173510669	0.4359	0.0	0.0	0.0	0.0	0.0	12.3728115429	2.80677891827	13.0840690988	12.7061541415	1.93437660364	0.4359	0.0	10.0966437613	13.5069168974	10.8545776925	7.78411029437	14.8181719356	5.78064932881	1.0415	0.7702	0.77020230382	8.0852146139	4.19263910384	9.76112376344	11.1260818101	1.46669267823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4359	3.00994093249	0.0	9.36551685482	0.0	0.0	0.0	0.0	16.0766798383	1.26964070113	0.0	0.0	0.0	0.0	0.4359	0.0	0.0	0.0	3.0099376833	0.0	7.73719719886	0.0	0.0	0.0	0.0	0.0	0.0	0.4359	0.0	0.0	1.26964233081	0.0	0.0	1.04142569978	0.0	0.4359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4359	0.0	2.65342400608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.93437818145	0.0	0.0	3.07173967015
TCGA-A7-A0DA	4.70773233521	4.90683713601	3.03219288396	2.98267510237	0.0	0.870701244383	0.634410830293	6.08982201486	5.2056535451	6.68523745885	0.3518	1.55244309059	6.83581972457	4.06540040908	4.5635861429	2.1985857108	1.68229552369	0.0	2.87810402374	1.25147986204	0.870625541634	0.3518	6.83581972457	0.870701244383	1.40985413229	6.82532334718	7.36916783261	7.39543407146	11.2890629967	10.1114693069	12.1429160652	10.7804623979	0.0	6.96579417298	2.43795137268	2.50965456421	11.6154260813	5.74817918624	1.55254881452	4.22304636371	0.3518	0.3518	1.55249028259	1.40984075533	0.0	0.3518	0.3518	4.98436532882	2.10906169987	2.43797691775	9.2401171129	5.13937474376	1.91138689018	4.66127852062	7.84168798092	6.16392390206	0.0	0.3518	0.0	1.80140359434	0.0	4.04136513313	9.47771635694	0.0	0.0	0.634410830293	0.0	0.0	0.3518	0.0	0.0	0.0	5.5240609125	6.64993747458	10.0057669915	0.0	0.0	0.0	0.0	5.27931228227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.94207660645	0.0	0.0	3.88838272777	0.3518	0.0	0.0	0.0	0.0	3.21494512743	0.0	9.89461523842	0.634410830293	3.62331202825	3.08010796792	0.0	0.0	0.0	0.0	0.0	0.0	13.1370389856	1.07361580678	13.550301866	13.2582740195	2.28286770061	0.3518	0.0	9.85429066325	11.5932805592	11.3412441587	9.22818445709	14.3484967953	7.13694206541	0.3518	2.76548687553	0.8707	8.82280046389	2.76549462735	11.9856743682	11.5873606053	1.68230588963	0.0	0.0	0.0	1.07361688789	0.0	0.634410830293	0.0	0.3518	1.911398177	0.0	9.76052789842	0.0	0.0	0.0	0.0	15.5753598243	1.80137964133	0.6345	0.0	0.0	0.0	1.40980203599	1.4098	0.634410830293	0.0	3.74716010954	0.0	9.11132798181	0.0	0.8707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.19857914603	0.0	0.0	0.3518	0.0	0.3518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.67208038447	0.0	0.0	0.0	0.0	0.0	0.0	1.5525	0.0	0.0	1.25153800079	0.0	0.0	2.93136393493
TCGA-B6-A1KC	3.22702784583	5.9590160887	0.4648	0.4648	0.0	1.3338	0.0	7.93248281533	3.33968953081	4.32246206497	0.0	0.0	5.05808029348	2.01481904666	4.57345838711	0.4648	0.0	2.37340420714	0.0	1.33374145949	0.4648	0.0	5.04152420271	1.71406041299	1.87225170942	3.71864768801	4.97329147841	7.27228862402	9.76307988238	8.81249412389	14.5892444152	10.3187542666	0.0	2.74466250445	0.4648	4.23780815547	10.3859146546	1.71414653409	0.815782004794	0.0	0.4648	0.0	0.4648	2.571	0.4648	0.0	0.0	3.71863279464	2.14446968139	1.0978656337	6.67418098271	6.85088026431	0.0	0.4648	7.54026328553	7.73560845632	0.0	0.0	0.0	0.0	0.0	1.87229723564	6.52727976883	0.0	0.0	1.0978656337	0.0	0.4648	0.0	0.0	1.0978656337	0.4648	4.47827027326	6.73723374743	8.6943300745	0.0	0.0	0.0	0.0	5.76080435533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.10707266068	0.0	0.0	3.03964003452	0.8158	0.0	0.0	0.0	0.0	1.87230588762	0.0	5.50711955887	0.0	2.57093838504	1.53639167319	0.0	0.0	0.0	0.0	0.0	0.0	5.31384599056	1.7141	5.54287689306	13.8122157194	4.66279418136	0.0	0.0	10.6530363262	12.5865387364	9.16849201353	5.48276392232	15.438582562	7.44272614922	0.0	0.0	0.4648	9.73176722398	0.0	8.4162691791	10.8225338278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4648	1.33372484343	0.0	8.06336531602	0.0	2.1445	0.0	0.0	11.1493380333	0.4648	0.0	0.0	0.0	0.0	1.71405075799	0.0	0.0	0.0	6.80744142444	0.0	6.5567226893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09788043302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4648	2.01478564131	0.0	0.0	0.0	0.0	0.0	0.0	0.8158	0.0	0.0	5.66676615718	0.0	0.0	2.26348107579
TCGA-GM-A2DO	2.99011478398	4.69612783471	0.861676023238	1.39738467663	0.4942	0.689606723842	0.861730934587	9.43134517859	3.13135512499	4.46207264866	0.861676023238	0.689606723842	5.66799334279	1.28087476662	4.95552587124	0.4942	0.861676023238	0.0	2.65797814958	0.494270840402	0.2682	0.494270840402	5.66799334279	3.02672747221	1.15423387445	2.70391858785	9.63334354648	7.38438966509	9.57121146766	8.96769456742	8.16791347762	8.13786747185	0.0	4.06431540595	0.2682	3.02671989273	10.7640407047	0.861621109799	0.0	0.4942	2.40316755383	0.0	0.0	3.40616267713	0.0	0.2682	0.2682	3.95454664099	2.28723039067	1.78711323417	8.40809578704	7.23784441073	1.60532665442	0.689606723842	13.6904765234	8.04275870479	0.0	0.2682	0.0	1.15425110873	0.0	2.45784470996	7.48488411253	0.0	0.0	0.689606723842	0.0	0.0	0.2682	0.0	0.0	0.689668590846	5.02955408843	8.40459863372	9.06500760504	0.4942	0.2682	0.0	0.0	4.88748067564	0.0	0.0	0.0	0.0	0.0	0.0	0.2682	0.0	0.0	0.0	0.0	0.0	7.82483232549	0.2682	0.0	1.87006710234	0.494270840402	0.0	0.0	0.0	0.0	2.22558911413	0.861676023238	5.91267712967	0.2682	2.87434579042	1.15418904035	0.0	0.0	0.0	0.0	0.0	0.2682	10.4852323211	0.689606723842	8.7078076033	13.9219542294	3.13133122361	0.494270840402	0.0	11.4327651004	14.9331309844	10.6417307967	8.31674281774	16.0241163064	8.07696969291	4.9837316381	0.2682	0.0	8.42186248245	1.94857286361	10.7849026584	12.9490008241	1.78713141252	0.689606723842	0.0	0.0	0.2682	0.0	0.861730934587	0.0	0.0	3.48723572915	0.2682	8.26788994662	0.0	0.689606723842	0.0	0.0	14.9433241719	1.6991345757	0.0	0.0	0.0	0.0	0.2682	0.0	0.0	0.2682	2.65792189477	0.0	7.87213386839	0.0	0.0	0.0	0.0	0.2682	0.0	0.2682	0.0	0.0	0.689606723842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2682	0.0	0.0	3.53884401295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.56395536293	0.0	0.0	2.91396781285
TCGA-C8-A274	4.48033795939	4.23284697987	0.2714	0.2714	0.2714	0.0	0.4998	6.66972897069	3.76842995317	4.54576490404	0.4998	1.16474631908	7.29350503896	2.72011142921	2.03741928332	0.69688056926	0.2714	0.0	2.76472070394	1.96272274516	1.29217545744	0.2714	7.29350503896	1.96279007108	1.96272775117	2.17598308476	4.53293322826	6.30451625688	9.64504342255	7.59323503844	7.77325887592	9.6847413193	0.0	2.03733718294	1.02504404418	3.63052218289	10.1135453701	1.88402486711	0.0	0.4998	0.2714	0.2714	0.0	0.6969	3.21418223581	0.2714	0.2714	3.70115371123	0.2714	0.0	6.89474100262	5.52752936786	0.2714	0.2714	6.39602239202	6.46526986874	0.0	0.0	0.0	1.40926468158	0.0	1.96274293129	8.18496169011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2714	2.96923799517	6.50196415968	8.04835300026	0.0	1.5175256913	0.0	0.0	3.65446020263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.51832969479	0.0	0.0	0.870263224713	0.0	0.0	0.0	0.0	0.870263224713	1.71237401645	0.0	6.1106947644	0.0	2.30248379534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.9590711802	0.2714	7.02657417926	15.0374142881	2.0373927022	0.499738285297	0.0	11.594204105	14.7169513848	9.08355770152	7.58233876462	15.2277729259	6.80144402453	0.8703	0.0	0.0	9.32243265026	0.87024599407	8.90321697448	10.5510671488	0.2714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0068723158	0.0	6.48205880275	0.0	0.69688056926	0.0	0.0	14.2585807326	0.2714	0.0	0.2714	0.0	0.0	0.0	0.0	0.0	0.0	2.30249107229	0.0	7.06945488689	0.0	0.0	0.0	0.0	0.2714	0.0	0.0	0.0	0.0	1.61822594465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.47353181951	0.0	0.0	0.0	0.0	0.0	0.0	0.6969	0.0	0.0	3.33746487388	0.0	0.0	1.16480928319
